,formula,classifier,rel_l2_distance,success
0,5.997*sin(1.462*x0 - 4.439)*sqrt(Abs(1.079*x0 + 1.332)),False,0.8544962117146263,False
1,5.997*sin(1.462*x0 - 4.439)*sqrt(Abs(1.079*x0 + 1.332)),True,3.612659859452252e-07,True
2,2.604*x0*sin(0.56*x0 + 2.795) + 3.827*x0,False,0.019515577237556165,False
3,2.604*x0*sin(0.56*x0 + 2.795) + 3.827*x0,True,3.508461629878547e-05,True
4,-1.375*x0,False,4.927377822977492e-08,True
5,-1.375*x0,True,3.392629996212117e-08,True
6,-0.137*sin(7.051*x0**2 - 3.124*x0 + 2.104) + 0.203*sqrt(Abs(1.901*x0 + 0.553)),False,0.14511460903484807,False
7,-0.137*sin(7.051*x0**2 - 3.124*x0 + 2.104) + 0.203*sqrt(Abs(1.901*x0 + 0.553)),True,0.1497160967318518,False
8,-3.907*x0*sin(5.384*x0**2) + 2.681*sin(5.384*x0**2)*sqrt(Abs(0.276*x0**2 + 2.406*x0 - 1.149)),False,0.9199336288243175,False
9,-3.907*x0*sin(5.384*x0**2) + 2.681*sin(5.384*x0**2)*sqrt(Abs(0.276*x0**2 + 2.406*x0 - 1.149)),True,0.48119422749935703,False
10,-6.929*sin(2.451*x0**2 + 2.37*x0 + 4.415)*sqrt(Abs(2.486*x0 - 1.428)) - 1.873*sin(2.451*x0**2 + 2.37*x0 + 4.415),False,0.8241447833968649,False
11,-6.929*sin(2.451*x0**2 + 2.37*x0 + 4.415)*sqrt(Abs(2.486*x0 - 1.428)) - 1.873*sin(2.451*x0**2 + 2.37*x0 + 4.415),True,0.9423030438571114,False
12,2.952*x0**2 - 1.724*x0*sin(3.151*x0**2 + 0.204*x0 - 1.566),False,0.05124491484675461,False
13,2.952*x0**2 - 1.724*x0*sin(3.151*x0**2 + 0.204*x0 - 1.566),True,0.05153566150870679,False
14,0.184*x0,False,2.310803251754243e-07,True
15,0.184*x0,True,3.871506324644116e-08,True
16,-1.467*x0*sqrt(Abs(2.281*x0**2 - 2.23*x0)) + 2.744*sin(0.432*x0**2 - 0.264),False,8.621710789513238e-08,True
17,-1.467*x0*sqrt(Abs(2.281*x0**2 - 2.23*x0)) + 2.744*sin(0.432*x0**2 - 0.264),True,7.50315952790063e-08,True
18,-0.424*x0**2 + 0.609*x0*sin(1.261*x0**2 + 3.998*x0 + 1.09),False,0.1048582428125118,False
19,-0.424*x0**2 + 0.609*x0*sin(1.261*x0**2 + 3.998*x0 + 1.09),True,0.10853280901583744,False
20,5.56300000000000,False,1.4134796159059634e-08,True
21,5.56300000000000,True,1.0869382981463758,False
22,4.276*x0 + 2.025*sin(3.93*x0),False,0.048779545671432355,False
23,4.276*x0 + 2.025*sin(3.93*x0),True,0.05791476087179804,False
24,0.653*x0,False,2.5079885048364368e-06,True
25,0.653*x0,True,4.1354466971865716e-08,True
26,1.357*sin(4.072*x0**2 + 1.044),False,0.9109565431231348,False
27,1.357*sin(4.072*x0**2 + 1.044),True,1.0777569280989867e-05,True
28,-0.64*x0*sin(6.289*x0**2),False,0.9147545618360685,False
29,-0.64*x0*sin(6.289*x0**2),True,2.813459646213696e-05,True
30,-0.528*x0**2 - 0.601*sin(3.249*x0**2),False,0.016739988540294588,False
31,-0.528*x0**2 - 0.601*sin(3.249*x0**2),True,0.016762018447314408,False
32,-6.21*sin(1.577*x0**2 + 0.474*x0)*sqrt(Abs(1.442*x0**2 + 0.934*x0 + 1.045)) + 0.612*sin(1.577*x0**2 + 0.474*x0),False,0.6574424408367302,False
33,-6.21*sin(1.577*x0**2 + 0.474*x0)*sqrt(Abs(1.442*x0**2 + 0.934*x0 + 1.045)) + 0.612*sin(1.577*x0**2 + 0.474*x0),True,0.9639284473923166,False
34,5.072*sin(3.342*x0 - 4.031)*sqrt(Abs(0.539*x0**2 - 1.074*x0)),False,0.8882221724577688,False
35,5.072*sin(3.342*x0 - 4.031)*sqrt(Abs(0.539*x0**2 - 1.074*x0)),True,0.66049870614882,False
36,-3.653*sin(2.307*x0**2 - 2.944),False,0.8425482100346231,False
37,-3.653*sin(2.307*x0**2 - 2.944),True,7.378267241982668e-06,True
38,-3.00775414005201*x0*sqrt(Abs(x0**2)) - 2.751*sin(0.231*x0**2 - 1.3),False,8.191479458570294e-08,True
39,-3.00775414005201*x0*sqrt(Abs(x0**2)) - 2.751*sin(0.231*x0**2 - 1.3),True,7.461386560361212e-08,True
