,max_deg_input,max_deg_output,max_deg_input_denominator,max_deg_output_denominator,max_deg_output_polynomials_specific,max_deg_output_polynomials_denominator_specific,width,function_names,maximal_potence,maximal_n_functions,model,maxiter1,maxiter2,target_noise,feature_noise,optimizer,pruning_iterations,pruning_cut_off,classifier,local_minimizer,maxiter_per_dim_local_minimizer,max_dataset_length,lambda_1,repetitions,parallel,n_processes,lambda_1_cut,lambda_1_piecewise,device,accuracy,time_limit,evaluations_limit,iterative_finetuning,max_n_active_parameters,lambda_1_finetuning,seed,dataset,target_formula,estimated_formula,relative_l2_train,relative_l2_val,relative_l2_test,r_squared_val,r_squared_test,success,training_time,n_active_coefficients,n_active_coefficients_reduced,relative_l2_distance_test_reduced,r_squared_test_reduced,r_squared_val_reduced,best_formula_reduced,n_evaluations
0,2,2,0,0,[1],[1],1,['sqrt'],3,1,ParFamTorch,20,0,0.0,0.0,bfgs,1,0.01,,BFGS,50,500,0.01,1,False,4,0,0,cpu,0.0001,1000,100000,True,10,0.01,1,feynman_III_10_19,mom*sqrt(Bx**2+By**2+Bz**2),1.813*x0*sqrt(Abs(0.304*x1**2 + 0.304*x2**2 + 0.304*x3**2)),8.78146913127497e-08,9.278911846493434e-08,9.219001475758115e-08,0.9999999999999917,0.9999999999999915,True,58.083,35,35,9.219001475758115e-08,0.9999999999999915,0.9999999999999915,1.813*x0*sqrt(Abs(0.304*x1**2 + 0.304*x2**2 + 0.304*x3**2)),37193
1,2,2,0,0,[1],[1],1,['sqrt'],3,1,ParFamTorch,20,0,0.0,0.0,bfgs,1,0.01,,BFGS,50,500,0.01,1,False,4,0,0,cpu,0.0001,1000,100000,True,10,0.01,1,feynman_III_12_43,n*(h/(2*pi)),0.159*x0*x1,8.353925010066595e-08,7.700146237933306e-08,7.710076340736435e-08,0.9999999999999942,0.999999999999994,True,3.601,6,6,7.710076340736435e-08,0.999999999999994,0.9999999999999941,0.159*x0*x1,5232
2,2,2,0,0,[1],[1],1,['sqrt'],3,1,ParFamTorch,20,0,0.0,0.0,bfgs,1,0.01,,BFGS,50,500,0.01,1,False,4,0,0,cpu,0.0001,1000,100000,True,10,0.01,1,feynman_III_13_18,2*E_n*d**2*k/(h/(2*pi)),3.346*x0*sqrt(Abs(0.001*x0**2 - 5.016*x0*x1 - 1.834*x0*x2 + 0.039*x0*x3 - 0.047*x0 - 1.054*x1**2 - 0.232*x1*x2 + 0.056*x1*x3 - 0.003*x1 - 0.293*x2**2 + 0.027*x2*x3 + 0.009*x2 + 2.581*x3**2 + 0.009*x3 + 0.002)) + 12.494*x1*sqrt(Abs(0.001*x0**2 - 5.016*x0*x1 - 1.834*x0*x2 + 0.039*x0*x3 - 0.047*x0 - 1.054*x1**2 - 0.232*x1*x2 + 0.056*x1*x3 - 0.003*x1 - 0.293*x2**2 + 0.027*x2*x3 + 0.009*x2 + 2.581*x3**2 + 0.009*x3 + 0.002)) + 7.719*x2*sqrt(Abs(0.001*x0**2 - 5.016*x0*x1 - 1.834*x0*x2 + 0.039*x0*x3 - 0.047*x0 - 1.054*x1**2 - 0.232*x1*x2 + 0.056*x1*x3 - 0.003*x1 - 0.293*x2**2 + 0.027*x2*x3 + 0.009*x2 + 2.581*x3**2 + 0.009*x3 + 0.002)) - 0.019*x3*sqrt(Abs(0.001*x0**2 - 5.016*x0*x1 - 1.834*x0*x2 + 0.039*x0*x3 - 0.047*x0 - 1.054*x1**2 - 0.232*x1*x2 + 0.056*x1*x3 - 0.003*x1 - 0.293*x2**2 + 0.027*x2*x3 + 0.009*x2 + 2.581*x3**2 + 0.009*x3 + 0.002)) + 0.003*sqrt(Abs(0.001*x0**2 - 5.016*x0*x1 - 1.834*x0*x2 + 0.039*x0*x3 - 0.047*x0 - 1.054*x1**2 - 0.232*x1*x2 + 0.056*x1*x3 - 0.003*x1 - 0.293*x2**2 + 0.027*x2*x3 + 0.009*x2 + 2.581*x3**2 + 0.009*x3 + 0.002)),0.6151822291024138,0.6262355211493233,0.6101598431975876,0.6157731734663972,0.6277049657490945,False,53.545,20,20,0.6101598431975876,0.6277049657490945,0.6072428497040216,3.346*x0*sqrt(Abs(0.001*x0**2 - 5.016*x0*x1 - 1.834*x0*x2 + 0.039*x0*x3 - 0.047*x0 - 1.054*x1**2 - 0.232*x1*x2 + 0.056*x1*x3 - 0.003*x1 - 0.293*x2**2 + 0.027*x2*x3 + 0.009*x2 + 2.581*x3**2 + 0.009*x3 + 0.002)) + 12.494*x1*sqrt(Abs(0.001*x0**2 - 5.016*x0*x1 - 1.834*x0*x2 + 0.039*x0*x3 - 0.047*x0 - 1.054*x1**2 - 0.232*x1*x2 + 0.056*x1*x3 - 0.003*x1 - 0.293*x2**2 + 0.027*x2*x3 + 0.009*x2 + 2.581*x3**2 + 0.009*x3 + 0.002)) + 7.719*x2*sqrt(Abs(0.001*x0**2 - 5.016*x0*x1 - 1.834*x0*x2 + 0.039*x0*x3 - 0.047*x0 - 1.054*x1**2 - 0.232*x1*x2 + 0.056*x1*x3 - 0.003*x1 - 0.293*x2**2 + 0.027*x2*x3 + 0.009*x2 + 2.581*x3**2 + 0.009*x3 + 0.002)) - 0.019*x3*sqrt(Abs(0.001*x0**2 - 5.016*x0*x1 - 1.834*x0*x2 + 0.039*x0*x3 - 0.047*x0 - 1.054*x1**2 - 0.232*x1*x2 + 0.056*x1*x3 - 0.003*x1 - 0.293*x2**2 + 0.027*x2*x3 + 0.009*x2 + 2.581*x3**2 + 0.009*x3 + 0.002)) + 0.003*sqrt(Abs(0.001*x0**2 - 5.016*x0*x1 - 1.834*x0*x2 + 0.039*x0*x3 - 0.047*x0 - 1.054*x1**2 - 0.232*x1*x2 + 0.056*x1*x3 - 0.003*x1 - 0.293*x2**2 + 0.027*x2*x3 + 0.009*x2 + 2.581*x3**2 + 0.009*x3 + 0.002)),25325
