,model,maxiter1,maxiter2,target_noise,feature_noise,optimizer,pruning_iterations,pruning_cut_off,classifier,local_minimizer,maxiter_per_dim_local_minimizer,max_dataset_length,lambda_1,repetitions,parallel,n_processes,lambda_1_cut,lambda_1_piecewise,device,accuracy,time_limit,evaluations_limit,iterative_finetuning,max_n_active_parameters,lambda_1_finetuning,seed,relative_l2_train,relative_l2_val,success,training_time
0,ParFamTorch,20,0,0.0,0.0,bfgs,1,0.01,None,BFGS,50,500,0.01,1,False,4,0,0,cpu,0.0001,1000,100000,True,10,0.01,1,0.21205236493869506,0.21274465552106814,0.6666666666666666,16.349333333333334
