,dataset,relative_l2_train,relative_l2_val,success,training_time
0,feynman_III_10_19,8.991141195409129e-08,9.35850585366722e-08,True,28.359
1,feynman_III_12_43,8.353925010933604e-08,7.700146238156888e-08,True,1.948
2,feynman_III_13_18,0.6361569213654231,0.6382337959766835,False,18.741
