,dataset,relative_l2_train,relative_l2_val,success,training_time
0,feynman_II_38_3,4.007627357315342e-07,4.27515901221331e-07,1.0,28.77975
1,feynman_II_3_24,2.5743655111970196e-05,2.6009011874909785e-05,1.0,20.269
2,feynman_II_4_23,3.4682216877803555e-05,3.565830047516389e-05,1.0,32.37475
3,feynman_II_6_11,0.003150924393319772,0.005041869924754139,0.0,4818.33975
4,feynman_II_6_15a,0.005923699593158239,0.014328464087271368,0.0,4898.088
5,feynman_II_6_15b,0.008281314800344448,0.011970534185147482,0.0,4811.9015
6,feynman_II_8_31,1.0441186538100448e-07,1.0488858890338592e-07,1.0,3.1385
7,feynman_II_8_7,1.596665893640444e-05,1.9972606189270897e-05,1.0,30.805
8,feynman_I_10_7,0.00010826717970467856,0.00011048834876776649,0.5,2669.231
9,feynman_I_11_19,2.1690002093389766e-05,3.0052063927367824e-05,1.0,20.6095
10,feynman_I_12_1,7.67720340727847e-08,7.709151065193203e-08,1.0,3.19175
11,feynman_I_12_11,0.0025722144860533583,0.0040268505429234104,0.5,3456.7605000000003
12,feynman_I_12_2,0.00012769546933558875,0.00041371956638088653,0.5,2433.7527499999997
13,feynman_I_12_4,3.3515526977796815e-05,7.872227603433532e-05,0.75,1995.1620000000003
14,feynman_I_12_5,7.873420923543524e-08,7.80700930180966e-08,1.0,3.1639999999999997
15,feynman_I_13_12,5.3069304147921715e-05,6.925398856646704e-05,0.75,1282.6425000000002
16,feynman_I_13_4,2.730755944042185e-07,2.902596448141646e-07,1.0,6.6202499999999995
17,feynman_I_14_3,8.955692748343431e-08,9.271359240206413e-08,1.0,4.1245
18,feynman_I_14_4,1.0603193746726836e-07,1.0331832067170742e-07,1.0,3.20275
19,feynman_I_15_10,0.00013029069665534748,0.00015651021807824476,0.5,3150.03475
