,dataset,relative_l2_train,relative_l2_val,success,training_time
0,feynman_I_37_4,0.0023194971019414724,0.0026461736512178808,0.0,4568.08875
1,feynman_I_38_12,0.0005729022088053659,0.0011934431490499635,0.0,4805.17325
2,feynman_I_39_1,7.835705717728173e-08,7.674388433079817e-08,1.0,3.24525
3,feynman_I_39_11,2.4449663868492753e-05,2.6857482784869578e-05,1.0,11.874500000000001
4,feynman_I_39_22,2.8761045316614347e-05,3.3406539326565854e-05,1.0,20.94125
5,feynman_I_40_1,0.011164752715285907,0.025840970120755282,0.0,4867.514999999999
6,feynman_I_41_16,0.0016433114877958278,0.0035200118450181006,0.0,4859.58775
7,feynman_I_43_16,2.0474543041273916e-05,2.275138609575013e-05,1.0,22.0545
8,feynman_I_43_31,1.0865339087726956e-07,1.0890835284560474e-07,1.0,4.061999999999999
9,feynman_I_43_43,1.8584696934587945e-05,2.8235569902545948e-05,1.0,1124.6685
10,feynman_I_44_4,0.0011020887573324086,0.00157295436594132,0.0,4832.639
11,feynman_I_47_23,2.9397422174262986e-05,3.0729223087253264e-05,1.0,118.4985
12,feynman_I_48_2,0.00010472087688932224,0.00011027392991393232,0.75,2033.88175
13,feynman_I_50_26,0.03927018680439198,0.05664829805008634,0.0,4820.8295
14,feynman_I_6_2,0.00017817328768588244,0.00018401032317567624,0.5,2496.982
15,feynman_I_6_2a,3.2820584628180515e-06,3.4481219367835906e-06,1.0,42.5295
16,feynman_I_6_2b,0.0008544935276306894,0.0009494888735159513,0.25,3922.6785
17,feynman_I_8_14,7.47831208236735e-05,8.399067289735103e-05,0.75,1284.6655
18,feynman_I_9_18,0.002563684691903866,0.0039221707311828564,0.0,4863.95225
19,feynman_test_1,0.012867939588098974,0.026642311478681097,0.0,4943.18025
