Index,max_deg_input,max_deg_output,max_deg_input_denominator,max_deg_output_denominator,max_deg_output_polynomials_specific,max_deg_output_polynomials_denominator_specific,width,function_names,maximal_potence,maximal_n_functions,maxiter1,maxiter2,target_noise,feature_noise,optimizer,pruning_iterations,pruning_cut_off,classifier,local_minimizer,maxiter_per_dim_local_minimizer,max_dataset_length,lambda_1,repetitions,parallel,n_processes,lambda_1_cut,lambda_1_piecewise,device,accuracy,time_limit,evaluations_limit,iterative_finetuning,max_n_active_parameters,dataset,target_formula,estimated_formula,relative_l2_train,relative_l2_val,relative_l2_test,r_squared_val,r_squared_test,success,training_time,n_active_coefficients,n_active_coefficients_reduced,relative_l2_distance_test_reduced,r_squared_test_reduced,r_squared_val_reduced,best_formula_reduced,n_evaluations
158,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,100,0,0.0,0.0,basinhopping,1,0.01,,BFGS,100,1000,0.001,1,False,4,0,0,cpu,0.0001,4800,1000000,True,10,feynman_II_37_1,mom*(1+chi)*B,1.0*x0*x1*x2 + 1.0*x0*x1,7.986261973967521e-08,7.89798565242518e-08,7.908603491090508e-08,0.9999999999999938,0.9999999999999938,True,5.583,32,2,7.91929074790168e-08,0.9999999999999938,0.9999999999999936,1.0*x0*x1*x2 + 1.0*x0*x1,3731
158,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,100,0,0.0,0.0,basinhopping,1,0.01,,BFGS,100,500,0.001,1,False,4,0,0,cpu,0.0001,4800,1000000,True,10,feynman_II_37_1,mom*(1+chi)*B,1.0*x0*x1*x2 + 1.0*x0*x1,6.918287135220478e-08,7.897985651631975e-08,7.90860348754916e-08,0.9999999999999938,0.9999999999999938,True,5.272,32,2,7.908796096506053e-08,0.9999999999999938,0.9999999999999936,1.0*x0*x1*x2 + 1.0*x0*x1,3721
158,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,100,0,0.0,0.0,basinhopping,1,0.01,,BFGS,50,1000,0.001,1,False,4,0,0,cpu,0.0001,4800,1000000,True,10,feynman_II_37_1,mom*(1+chi)*B,1.0*x0*x1*x2 + 1.0*x0*x1,1.2525939513338326e-07,1.2623648052513492e-07,1.257856691235932e-07,0.9999999999999843,0.999999999999984,True,3.028,32,2,7.909652201177403e-08,0.9999999999999938,0.9999999999999936,1.0*x0*x1*x2 + 1.0*x0*x1,1893
158,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,100,0,0.0,0.0,basinhopping,1,0.01,,BFGS,50,500,0.001,1,False,4,0,0,cpu,0.0001,4800,1000000,True,10,feynman_II_37_1,mom*(1+chi)*B,1.0*x0*x1*x2 + 1.0*x0*x1,9.665257235231048e-08,9.572883848825294e-08,9.535643382599804e-08,0.999999999999991,0.9999999999999908,True,2.764,32,2,7.907780750605757e-08,0.9999999999999938,0.999999999999994,1.0*x0*x1*x2 + 1.0*x0*x1,1919
159,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,100,0,0.0,0.0,basinhopping,1,0.01,,BFGS,100,500,0.001,1,False,4,0,0,cpu,0.0001,4800,1000000,True,10,feynman_II_38_14,Y/(2*(1+sigma)),0.354*x0/(0.707*x1 + 0.707),6.775339496872402e-08,6.91741778197704e-08,6.981396941929053e-08,0.9999999999999952,0.9999999999999952,True,5.329,6,3,6.98121582925343e-08,0.9999999999999952,0.9999999999999952,0.354*x0/(0.707*x1 + 0.707),4134
159,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,100,0,0.0,0.0,basinhopping,1,0.01,,BFGS,100,1000,0.001,1,False,4,0,0,cpu,0.0001,4800,1000000,True,10,feynman_II_38_14,Y/(2*(1+sigma)),-0.354*x0/(-0.707*x1 - 0.707),7.225622794819286e-08,6.917505962122639e-08,6.98132768638832e-08,0.9999999999999952,0.9999999999999952,True,5.21,6,3,6.984584096609816e-08,0.9999999999999952,0.9999999999999952,-0.354*x0/(-0.707*x1 - 0.707),4082
159,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,100,0,0.0,0.0,basinhopping,1,0.01,,BFGS,50,500,0.001,1,False,4,0,0,cpu,0.0001,4800,1000000,True,10,feynman_II_38_14,Y/(2*(1+sigma)),-0.354*x0/(-0.707*x1 - 0.707),2.9592608895801618e-06,2.9748286971711584e-06,2.945872785215205e-06,0.9999999999912956,0.9999999999913218,True,3.735,6,3,6.982148432550822e-08,0.9999999999999952,0.9999999999999952,-0.354*x0/(-0.707*x1 - 0.707),2702
159,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,100,0,0.0,0.0,basinhopping,1,0.01,,BFGS,50,1000,0.001,1,False,4,0,0,cpu,0.0001,4800,1000000,True,10,feynman_II_38_14,Y/(2*(1+sigma)),-0.354*x0/(-0.707*x1 - 0.707),9.120174541522648e-06,9.005700187320026e-06,8.826663900489144e-06,0.9999999999212226,0.99999999992209,True,4.594,6,3,7.01540890109022e-08,0.9999999999999952,0.9999999999999952,-0.354*x0/(-0.707*x1 - 0.707),3471
160,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,100,0,0.0,0.0,basinhopping,1,0.01,,BFGS,100,1000,0.001,1,False,4,0,0,cpu,0.0001,4800,1000000,True,10,feynman_II_38_3,Y*A*x/d,1.0*x0*x1*x3/x2,9.430143528725485e-08,9.188370111221809e-08,8.967638067478078e-08,0.9999999999999918,0.999999999999992,True,26.053,40,4,9.347949340014516e-07,0.999999999999126,0.9999999999990762,1.0*x0*x1*x3/x2,14559
160,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,100,0,0.0,0.0,basinhopping,1,0.01,,BFGS,100,500,0.001,1,False,4,0,0,cpu,0.0001,4800,1000000,True,10,feynman_II_38_3,Y*A*x/d,1.0*x0*x1*x3/x2,2.757809655214654e-07,3.2254119541328254e-07,3.1475900545602045e-07,0.9999999999999024,0.999999999999901,True,24.751,40,10,1.2362768576595008e-06,0.9999999999984716,0.9999999999984232,1.0*x0*x1*x3/x2,14608
160,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,100,0,0.0,0.0,basinhopping,1,0.01,,BFGS,50,1000,0.001,1,False,4,0,0,cpu,0.0001,4800,1000000,True,10,feynman_II_38_3,Y*A*x/d,1.0*x0*x1*x3/x2,8.087944846859543e-07,7.920763517753644e-07,7.913519385834643e-07,0.9999999999993624,0.9999999999993736,True,24.136,71,2,7.748273348458092e-08,0.999999999999994,0.9999999999999936,1.0*x0*x1*x3/x2,12594
160,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,100,0,0.0,0.0,basinhopping,1,0.01,,BFGS,50,500,0.001,1,False,4,0,0,cpu,0.0001,4800,1000000,True,10,feynman_II_38_3,Y*A*x/d,1.0*x0*x1*x3/x2,4.2417405743146214e-07,5.035623565844589e-07,4.953720205111763e-07,0.999999999999744,0.9999999999997546,True,40.179,50,2,7.751837939220417e-08,0.999999999999994,0.999999999999994,1.0*x0*x1*x3/x2,20851
161,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,100,0,0.0,0.0,basinhopping,1,0.01,,BFGS,50,500,0.001,1,False,4,0,0,cpu,0.0001,4800,1000000,True,10,feynman_II_3_24,Pwr/(4*pi*r**2),0.08*x0/(1.0*x1**2 + 0.001*x1 - 0.001),4.2896710319506506e-05,4.198442968818381e-05,4.132396627096449e-05,0.9999999981757705,0.9999999982923298,True,13.05,9,2,8.680632949582088e-08,0.9999999999999925,0.9999999999999922,0.08*x0/x1**2,8804
161,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,100,0,0.0,0.0,basinhopping,1,0.01,,BFGS,50,1000,0.001,1,False,4,0,0,cpu,0.0001,4800,1000000,True,10,feynman_II_3_24,Pwr/(4*pi*r**2),(-0.082*x0 + 0.001*x1 - 0.001)/(0.005*x0*x1 - 0.999*x1**2 - 0.037*x1 + 0.011),5.777168502787379e-05,5.933085532871928e-05,5.839800540153772e-05,0.9999999964753674,0.999999996589673,True,18.581,16,2,8.680571182840587e-08,0.9999999999999925,0.999999999999992,0.08*x0/x1**2,11890
161,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,100,0,0.0,0.0,basinhopping,1,0.01,,BFGS,100,500,0.001,1,False,4,0,0,cpu,0.0001,4800,1000000,True,10,feynman_II_3_24,Pwr/(4*pi*r**2),0.08*x0/x1**2,3.672994903930153e-07,3.817435539566293e-07,3.785106646253336e-07,0.9999999999998586,0.9999999999998568,True,24.191,9,2,8.647611659564119e-08,0.9999999999999926,0.9999999999999922,0.08*x0/x1**2,16913
161,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,100,0,0.0,0.0,basinhopping,1,0.01,,BFGS,100,1000,0.001,1,False,4,0,0,cpu,0.0001,4800,1000000,True,10,feynman_II_3_24,Pwr/(4*pi*r**2),0.08*x0/x1**2,1.9389256101074763e-06,2.339018928779417e-06,2.3852860274822744e-06,0.999999999993978,0.9999999999943104,True,25.254,9,2,8.646303571424332e-08,0.9999999999999926,0.999999999999992,0.08*x0/x1**2,17031
162,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,100,0,0.0,0.0,basinhopping,1,0.01,,BFGS,100,1000,0.001,1,False,4,0,0,cpu,0.0001,4800,1000000,True,10,feynman_II_4_23,q/(4*pi*epsilon*r),0.08*x0/(x1*x2),7.33254098322659e-08,6.82123434245455e-08,6.951812949682554e-08,0.9999999999999952,0.9999999999999952,True,32.525,14,2,6.954495277441246e-08,0.9999999999999952,0.9999999999999952,0.08*x0/(x1*x2),19797
162,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,100,0,0.0,0.0,basinhopping,1,0.01,,BFGS,100,500,0.001,1,False,4,0,0,cpu,0.0001,4800,1000000,True,10,feynman_II_4_23,q/(4*pi*epsilon*r),0.08*x0/(x1*x2),7.088312416007779e-08,6.821104161739697e-08,6.9523468019904e-08,0.9999999999999948,0.9999999999999952,True,33.206,14,2,6.952727201475852e-08,0.9999999999999952,0.999999999999995,0.08*x0/(x1*x2),21035
162,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,100,0,0.0,0.0,basinhopping,1,0.01,,BFGS,50,1000,0.001,1,False,4,0,0,cpu,0.0001,4800,1000000,True,10,feynman_II_4_23,q/(4*pi*epsilon*r),0.08*x0/(1.0*x1*x2 - 0.001*x1 + 0.001),6.133308972823305e-05,6.211926896068073e-05,6.37243157432588e-05,0.9999999958808384,0.9999999959392116,True,20.806,14,2,6.951824577834534e-08,0.9999999999999952,0.999999999999995,0.08*x0/(x1*x2),12444
162,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,100,0,0.0,0.0,basinhopping,1,0.01,,BFGS,50,500,0.001,1,False,4,0,0,cpu,0.0001,4800,1000000,True,10,feynman_II_4_23,q/(4*pi*epsilon*r),(0.077*x0**2 - 0.004*x0*x1 + 0.02*x0*x2)/(0.968*x0*x1*x2 - 0.001*x0*x2 + 0.001*x0 - 0.043*x1**2*x2 - 0.001*x1**2 + 0.247*x1*x2**2 + 0.001*x2**2 + 0.001*x2),7.725156924898882e-05,8.037750955493288e-05,8.190105385570606e-05,0.9999999935231504,0.9999999932922172,True,42.962,40,4,7.800862456048957e-08,0.999999999999994,0.999999999999994,(0.077*x0**2 + 0.02*x0*x2)/(0.969*x0*x1*x2 + 0.248*x1*x2**2),25008
163,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,100,0,0.0,0.0,basinhopping,1,0.01,,BFGS,100,500,0.001,1,False,4,0,0,cpu,0.0001,4800,1000000,True,10,feynman_II_6_11,1/(4*pi*epsilon)*p_d*cos(theta)/r**2,(-0.002*x0**3*x2 + 0.003*x0**3 + 0.002*x0**2*x1*x2 - 0.003*x0**2*x1 + 0.001*x0**2*x2*x3 + 0.006*x0**2*x2 - 0.001*x0**2*x3**2 - 0.013*x0**2 - 0.001*x0*x1**2*x2 + 0.001*x0*x1**2 + 0.001*x0*x1*x2**2 + 0.001*x0*x1*x2*x3 - 0.015*x0*x1*x2 - 0.002*x0*x1*x3 + 0.021*x0*x1 + 0.001*x0*x2**3 + 0.001*x0*x2**2*x3 - 0.012*x0*x2**2 - 0.002*x0*x2*x3**2 - 0.002*x0*x2*x3 + 0.014*x0*x2 + 0.005*x0*x3**2 - 0.007*x0*x3 + 0.011*x0 - 0.001*x1**2*x2**2 + 0.003*x1**2*x2 + 0.003*x1**2*x3 - 0.007*x1**2 - 0.007*x1*x2**3 + 0.002*x1*x2**2*x3 + 0.029*x1*x2**2 + 0.003*x1*x2*x3**2 - 0.032*x1*x2*x3 + 0.052*x1*x2 - 0.004*x1*x3**2 + 0.039*x1*x3 - 0.117*x1 + 0.004*x2**3*x3 - 0.009*x2**3 - 0.025*x2**2*x3 + 0.057*x2**2 - 0.003*x2*x3**3 + 0.022*x2*x3**2 - 0.001*x2*x3 - 0.069*x2 + 0.003*x3**3 - 0.034*x3**2 + 0.056*x3 - 0.01)/(0.075*x0**2 + 0.018*x0*x1 + 0.003*x0*x2 - 0.953*x0*x3 + 0.028*x0 - 0.025*x1**2 + 0.015*x1*x2 - 0.099*x1*x3 + 0.165*x1 - 0.036*x2**2 - 0.012*x2*x3 + 0.053*x2 - 0.168*x3**2 + 0.118*x3 - 0.007),0.0023691968036656,0.0041263002288052,0.004182084078225,0.9999839926497662,0.9999825101727626,False,4835.707,81,29,0.0180724317870108,0.999673387209304,0.999690509571076,(-0.002*x0*x1*x2 + 0.003*x0*x1 - 0.001*x0*x2**2 + 0.001*x0 - 0.004*x1*x2**2 - 0.003*x1*x2*x3 + 0.049*x1*x2 + 0.005*x1*x3 - 0.067*x1 - 0.006*x2**3 - 0.002*x2**2*x3 + 0.038*x2**2 + 0.001*x2*x3**2 - 0.045*x2 - 0.002*x3**2 + 0.006*x3)/(0.078*x0**2 + 0.062*x0*x1 - 0.898*x0*x3 + 0.065*x0 - 0.057*x1**2 + 0.004*x1*x2 + 0.146*x1*x3 + 0.082*x1 - 0.079*x2**2 + 0.074*x2*x3 + 0.195*x2 - 0.314*x3**2),894985
