,max_deg_input,max_deg_output,max_deg_input_denominator,max_deg_output_denominator,max_deg_output_polynomials_specific,max_deg_output_polynomials_denominator_specific,width,function_names,maximal_potence,maximal_n_functions,validation,normalization,time_limit,evaluations_limit,max_dataset_length,model,target_noise,feature_noise,seed,bayesian_hp_optimization,bayesian_opt_n_calls,maxiter1,maxiter2,optimizer,pruning_iterations,pruning_cut_off,classifier,local_minimizer,maxiter_per_dim_local_minimizer,lambda_1,repetitions,parallel,n_processes,lambda_1_cut,lambda_1_piecewise,device,accuracy,iterative_finetuning,max_n_active_parameters,lambda_1_finetuning,path_pretrained,topk_predictions,enforce_function_iterate,procs,populations,population_size,ncycles_per_iteration,max_size,max_depth,accuracy_udsr,iterations_udsr,generations_udsr,population_size_udsr,aif_nn_epochs,bf_try_time,bf_ops_file_type,polyfit_deg,max_input_points,max_number_bags,n_trees_to_refine,steps_kan,normalization_kan,max_width_length_kan,max_depth_kan,dataset,target_formula,estimated_formula,relative_l2_train,relative_l2_val,relative_l2_test,r_squared_val,r_squared_test,success,training_time,n_active_coefficients,n_active_coefficients_reduced,relative_l2_distance_test_reduced,r_squared_test_reduced,r_squared_val_reduced,best_formula_reduced,n_evaluations
0,2,3,0,0,[1],[1],1,['sqrt'],3,1,True,False,480,1000000,500,ParFamTorch,0.0,0.0,1234,False,500,100,0,basinhopping,1,0.01,,BFGS,100,0.001,1,False,4,0,0.0,cpu,0.0001,True,10,1e-05,Flexible dimension/full_19_big_training_sets/20240427_070711_5M/Datetime_20240427_070717_Loss_training_set_size_797545_batch_size_341_hidden_dim_256.pt,3,Both,6,6,50,500,50,10,1e-06,10000000,20,100,400,30,19ops,4,200,100,10,30,False,1,0,feynman_III_10_19,mom*sqrt(Bx**2+By**2+Bz**2),0.001*x0**2*sqrt(Abs(0.001*x0*x2 + 0.967*x1**2 + 0.01*x1*x2 + 0.035*x1*x3 + 0.004*x1 + 0.94*x2**2 + 0.001*x2*x3 + 0.961*x3**2)) - 0.014*x0*x1**2 - 0.006*x0*x1*x2 - 0.009*x0*x1*x3 + 0.014*x0*x1*sqrt(Abs(0.001*x0*x2 + 0.967*x1**2 + 0.01*x1*x2 + 0.035*x1*x3 + 0.004*x1 + 0.94*x2**2 + 0.001*x2*x3 + 0.961*x3**2)) - 0.022*x0*x1 - 0.011*x0*x2**2 - 0.005*x0*x2*x3 + 0.009*x0*x2*sqrt(Abs(0.001*x0*x2 + 0.967*x1**2 + 0.01*x1*x2 + 0.035*x1*x3 + 0.004*x1 + 0.94*x2**2 + 0.001*x2*x3 + 0.961*x3**2)) - 0.013*x0*x3**2 + 0.011*x0*x3*sqrt(Abs(0.001*x0*x2 + 0.967*x1**2 + 0.01*x1*x2 + 0.035*x1*x3 + 0.004*x1 + 0.94*x2**2 + 0.001*x2*x3 + 0.961*x3**2)) - 0.015*x0*x3 + 1.036*x0*sqrt(Abs(0.001*x0*x2 + 0.967*x1**2 + 0.01*x1*x2 + 0.035*x1*x3 + 0.004*x1 + 0.94*x2**2 + 0.001*x2*x3 + 0.961*x3**2)) - 0.002*x0 - 0.008*x1**3 - 0.013*x1**2*x2 + 0.008*x1**2*sqrt(Abs(0.001*x0*x2 + 0.967*x1**2 + 0.01*x1*x2 + 0.035*x1*x3 + 0.004*x1 + 0.94*x2**2 + 0.001*x2*x3 + 0.961*x3**2)) - 0.011*x1*x2**2 - 0.002*x1*x2*x3 + 0.011*x1*x2*sqrt(Abs(0.001*x0*x2 + 0.967*x1**2 + 0.01*x1*x2 + 0.035*x1*x3 + 0.004*x1 + 0.94*x2**2 + 0.001*x2*x3 + 0.961*x3**2)) - 0.004*x1*x3**2 - 0.001*x1*x3 + 0.002*x1 - 0.012*x2**3 - 0.003*x2**2*x3 + 0.013*x2**2*sqrt(Abs(0.001*x0*x2 + 0.967*x1**2 + 0.01*x1*x2 + 0.035*x1*x3 + 0.004*x1 + 0.94*x2**2 + 0.001*x2*x3 + 0.961*x3**2)) - 0.009*x2*x3**2 + 0.004*x2*x3*sqrt(Abs(0.001*x0*x2 + 0.967*x1**2 + 0.01*x1*x2 + 0.035*x1*x3 + 0.004*x1 + 0.94*x2**2 + 0.001*x2*x3 + 0.961*x3**2)) + 0.002*x2 + 0.002*x3**3 - 0.003*x3,9.880419749324912e-05,0.00011305456101096264,0.00011073878228212723,0.999999987548058,0.9999999877369221,False,39.152,65,42,9.728173855538762e-05,0.9999999905362633,0.9999999904750142,-0.012*x0*x1**2 - 0.005*x0*x1*x2 - 0.008*x0*x1*x3 + 0.012*x0*x1*sqrt(Abs(0.967*x1**2 + 0.008*x1*x2 + 0.031*x1*x3 + 0.003*x1 + 0.942*x2**2 + 0.002*x2*x3 + 0.96*x3**2)) - 0.024*x0*x1 - 0.009*x0*x2**2 - 0.004*x0*x2*x3 + 0.006*x0*x2*sqrt(Abs(0.967*x1**2 + 0.008*x1*x2 + 0.031*x1*x3 + 0.003*x1 + 0.942*x2**2 + 0.002*x2*x3 + 0.96*x3**2)) + 0.001*x0*x2 - 0.01*x0*x3**2 + 0.01*x0*x3*sqrt(Abs(0.967*x1**2 + 0.008*x1*x2 + 0.031*x1*x3 + 0.003*x1 + 0.942*x2**2 + 0.002*x2*x3 + 0.96*x3**2)) - 0.017*x0*x3 + 1.039*x0*sqrt(Abs(0.967*x1**2 + 0.008*x1*x2 + 0.031*x1*x3 + 0.003*x1 + 0.942*x2**2 + 0.002*x2*x3 + 0.96*x3**2)) - 0.006*x1**3 - 0.012*x1**2*x2 + 0.006*x1**2*sqrt(Abs(0.967*x1**2 + 0.008*x1*x2 + 0.031*x1*x3 + 0.003*x1 + 0.942*x2**2 + 0.002*x2*x3 + 0.96*x3**2)) - 0.01*x1*x2**2 - 0.002*x1*x2*x3 + 0.011*x1*x2*sqrt(Abs(0.967*x1**2 + 0.008*x1*x2 + 0.031*x1*x3 + 0.003*x1 + 0.942*x2**2 + 0.002*x2*x3 + 0.96*x3**2)) - 0.004*x1*x3**2 + 0.002*x1 - 0.011*x2**3 - 0.003*x2**2*x3 + 0.011*x2**2*sqrt(Abs(0.967*x1**2 + 0.008*x1*x2 + 0.031*x1*x3 + 0.003*x1 + 0.942*x2**2 + 0.002*x2*x3 + 0.96*x3**2)) - 0.008*x2*x3**2 + 0.004*x2*x3*sqrt(Abs(0.967*x1**2 + 0.008*x1*x2 + 0.031*x1*x3 + 0.003*x1 + 0.942*x2**2 + 0.002*x2*x3 + 0.96*x3**2)) + 0.001*x3**2 - 0.003*x3,28184
