,dataset,relative_l2_train,relative_l2_val,success,training_time
0,feynman_I_29_16,0.01420783656875243,0.02091077937097214,0.0,4861.38
1,feynman_I_29_4,5.735513208971812e-08,5.674324275834228e-08,1.0,13.971
2,feynman_I_30_3,0.15385527826089568,0.1573861578185174,0.0,3704.058
3,feynman_I_30_5,0.0015484369459635365,0.002302417152458086,0.0,3867.275
4,feynman_I_32_17,0.005450163413216103,0.009722688573858287,0.0,4857.272
5,feynman_I_32_5,0.0011592484861512543,0.0031622555950386773,0.0,4889.427
6,feynman_I_34_1,1.193523697451151e-05,1.175350594923496e-05,1.0,24.323
7,feynman_I_34_14,4.990461976439271e-06,4.928600610255375e-06,1.0,559.788
8,feynman_I_34_27,7.832855997920957e-08,7.644426162154669e-08,1.0,9.696
9,feynman_I_34_8,2.0582255730748276e-07,2.1437979485145307e-07,1.0,41.316
10,feynman_I_37_4,0.0030505304856110176,0.003400195777868535,0.0,3527.297
11,feynman_I_38_12,0.0003139712865899681,0.0011480734291031806,0.0,4865.976
12,feynman_I_39_1,7.683756504213624e-08,7.670403031780523e-08,1.0,7.346
13,feynman_I_39_11,1.0030525053589949e-07,1.0051216949790422e-07,1.0,20.903
14,feynman_I_39_22,7.962870852481955e-08,7.748130776890136e-08,1.0,39.892
15,feynman_I_40_1,0.008621607619680945,0.014756698126372996,0.0,5372.068
16,feynman_I_41_16,0.0004302364511973228,0.0018083650048456139,0.0,4808.193
17,feynman_I_43_16,2.4569112299346596e-07,2.6807538176263e-07,1.0,40.98
18,feynman_I_43_31,8.351046511535525e-08,7.956569804129135e-08,1.0,9.728
19,feynman_I_43_43,1.7129519275439222e-05,2.01241455503651e-05,1.0,75.048
20,feynman_I_44_4,0.002929135748746307,0.0045326378500283974,0.0,4878.899
21,feynman_I_47_23,7.202431640351294e-08,7.46615941771378e-08,1.0,242.186
22,feynman_I_48_2,5.271845493447467e-05,5.5554196058515265e-05,1.0,2762.452
23,feynman_I_50_26,0.03277834041942864,0.041151557039121864,0.0,4814.824
24,feynman_I_6_2,0.00024589495936601396,0.0002634328378735076,0.0,2378.445
25,feynman_I_6_2a,8.935487524531104e-07,8.90335365635807e-07,1.0,87.766
26,feynman_I_6_2b,0.00017655123416708763,0.00019358246362702659,0.0,3289.273
27,feynman_I_8_14,3.716925339734499e-05,0.0002649657572085619,0.0,4813.822
28,feynman_I_9_18,0.0005516133053118353,0.000753984673033808,0.0,4908.48
29,feynman_test_1,0.019554882675862025,0.029825447358183335,0.0,4820.803
30,feynman_test_10,0.0012554601621324337,0.0014824342843503561,0.0,3392.908
31,feynman_test_11,0.002136221891883969,0.002457791472512574,0.0,4839.52
32,feynman_test_12,0.0003916765162868985,0.00043529863670434786,0.0,4962.696
33,feynman_test_13,0.04305149659649172,0.06566846063086765,0.0,4996.543
34,feynman_test_14,0.0940939892255756,0.14255777440781622,0.0,4827.491
35,feynman_test_15,0.011652590691471612,0.013225624068417052,0.0,4853.138
36,feynman_test_16,0.003648625878482037,0.004098365784317362,0.0,4934.896
37,feynman_test_17,0.011855708705414792,0.016586380919040394,0.0,4805.929
38,feynman_test_18,0.0013583840244222817,0.005036961087809029,0.0,4861.919
39,feynman_test_19,0.0069205164836029474,0.02410093823154262,0.0,5120.43
40,feynman_test_2,0.03372405186613237,0.05940596420617765,0.0,5044.569
41,feynman_test_20,0.01731125836830635,0.16640824336386456,0.0,4870.703
42,feynman_test_3,0.002647936496789296,0.0030114228399979936,0.0,4827.993
43,feynman_test_4,0.0035325371902072515,0.004243474847983035,0.0,4841.079
44,feynman_test_5,3.719407964458875e-05,4.326368433716818e-05,1.0,775.623
45,feynman_test_6,0.018563791256692788,0.0293250500528855,0.0,5001.267
46,feynman_test_7,0.0033860690680642086,0.00430204870098532,0.0,5050.867
47,feynman_test_8,0.0038160236037776754,0.0045213846713523485,0.0,4874.219
48,feynman_test_9,0.008499119380359783,0.016164652959264048,0.0,4881.764
