,max_deg_input,max_deg_output,max_deg_input_denominator,max_deg_output_denominator,max_deg_output_polynomials_specific,max_deg_output_polynomials_denominator_specific,width,function_names,maximal_potence,maximal_n_functions,maxiter1,maxiter2,target_noise,feature_noise,optimizer,pruning_iterations,pruning_cut_off,classifier,local_minimizer,maxiter_per_dim_local_minimizer,max_dataset_length,lambda_1,repetitions,parallel,n_processes,lambda_1_cut,lambda_1_piecewise,device,accuracy,time_limit,evaluations_limit,iterative_finetuning,max_n_active_parameters,dataset,target_formula,estimated_formula,relative_l2_train,relative_l2_val,relative_l2_test,r_squared_val,r_squared_test,success,training_time,n_active_coefficients,n_active_coefficients_reduced,relative_l2_distance_test_reduced,r_squared_test_reduced,r_squared_val_reduced,best_formula_reduced,n_evaluations
0,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,100,0,0.01,0.0,basinhopping,1,0.01,,BFGS,100,1000,0.001,1,False,4,0,0.0,cpu,0.0001,4800,1000000,True,10,feynman_I_14_3,m*g*z,0.001*x0**2*x2 + 0.997*x0*x1*x2 + 0.002*x1**2*x2 - 0.002*x1*x2**2 + 0.003*x2**2,0.01801560227634517,0.017001666995499813,0.0011328075018132008,0.9996957621269454,0.9999987167471638,False,4426.615,40,1,0.00033009172934012835,0.9999998910394502,0.9997096286805943,1.0*x0*x1*x2,997864
1,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,100,0,0.01,0.0,basinhopping,1,0.01,,BFGS,100,1000,0.001,1,False,4,0,0.0,cpu,0.0001,4800,1000000,True,10,feynman_I_14_4,1/2*k_spring*x**2,(0.397*x0**2*x1**2 + 0.004*x0**2*x1 + 0.305*x0*x1**3 + 0.005*x0*x1**2)/(0.794*x0 + 0.607*x1 + 0.001*sqrt(Abs((0.029*x0**2 + 0.01*x0*x1 + 0.043*x1**2)/(0.297*x0 - 0.267*x1 + 0.917))) + 0.027),0.01543416248566478,0.015710068589247207,0.0004893607314901561,0.9997586896072926,0.9999997605260744,False,3468.862,36,10,0.0007443346514250832,0.9999994459659267,0.9997537702288997,(0.397*x0**2*x1**2 + 0.304*x0*x1**3)/(0.794*x0 + 0.608*x1),999284
2,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,100,0,0.01,0.0,basinhopping,1,0.01,,BFGS,100,1000,0.001,1,False,4,0,0.0,cpu,0.0001,4800,1000000,True,10,feynman_I_15_10,[],(0.007*x0**3*sqrt(Abs((0.009*x0**2 + 0.013*x0*x1 + 0.006*x0*x2 - 0.001*x0 + 0.001*x1*x2 + 0.007*x1 + 0.56*x2**2 + 0.005*x2 + 0.002)/(-0.04*x0**2 + 0.142*x0*x1 + 0.003*x0*x2 - 0.043*x0 + 0.508*x1**2 + 0.1*x1*x2 + 0.053*x1 - 0.809*x2**2 + 0.212*x2 + 0.077))) + 0.013*x0**2*x1*sqrt(Abs((0.009*x0**2 + 0.013*x0*x1 + 0.006*x0*x2 - 0.001*x0 + 0.001*x1*x2 + 0.007*x1 + 0.56*x2**2 + 0.005*x2 + 0.002)/(-0.04*x0**2 + 0.142*x0*x1 + 0.003*x0*x2 - 0.043*x0 + 0.508*x1**2 + 0.1*x1*x2 + 0.053*x1 - 0.809*x2**2 + 0.212*x2 + 0.077))) - 0.002*x0**2*x2*sqrt(Abs((0.009*x0**2 + 0.013*x0*x1 + 0.006*x0*x2 - 0.001*x0 + 0.001*x1*x2 + 0.007*x1 + 0.56*x2**2 + 0.005*x2 + 0.002)/(-0.04*x0**2 + 0.142*x0*x1 + 0.003*x0*x2 - 0.043*x0 + 0.508*x1**2 + 0.1*x1*x2 + 0.053*x1 - 0.809*x2**2 + 0.212*x2 + 0.077))) + 0.001*x0**2*sqrt(Abs((0.009*x0**2 + 0.013*x0*x1 + 0.006*x0*x2 - 0.001*x0 + 0.001*x1*x2 + 0.007*x1 + 0.56*x2**2 + 0.005*x2 + 0.002)/(-0.04*x0**2 + 0.142*x0*x1 + 0.003*x0*x2 - 0.043*x0 + 0.508*x1**2 + 0.1*x1*x2 + 0.053*x1 - 0.809*x2**2 + 0.212*x2 + 0.077))) + 0.023*x0*x1**2*sqrt(Abs((0.009*x0**2 + 0.013*x0*x1 + 0.006*x0*x2 - 0.001*x0 + 0.001*x1*x2 + 0.007*x1 + 0.56*x2**2 + 0.005*x2 + 0.002)/(-0.04*x0**2 + 0.142*x0*x1 + 0.003*x0*x2 - 0.043*x0 + 0.508*x1**2 + 0.1*x1*x2 + 0.053*x1 - 0.809*x2**2 + 0.212*x2 + 0.077))) + 1.214*x0*x1*x2*sqrt(Abs((0.009*x0**2 + 0.013*x0*x1 + 0.006*x0*x2 - 0.001*x0 + 0.001*x1*x2 + 0.007*x1 + 0.56*x2**2 + 0.005*x2 + 0.002)/(-0.04*x0**2 + 0.142*x0*x1 + 0.003*x0*x2 - 0.043*x0 + 0.508*x1**2 + 0.1*x1*x2 + 0.053*x1 - 0.809*x2**2 + 0.212*x2 + 0.077))) + 0.004*x0*x1*sqrt(Abs((0.009*x0**2 + 0.013*x0*x1 + 0.006*x0*x2 - 0.001*x0 + 0.001*x1*x2 + 0.007*x1 + 0.56*x2**2 + 0.005*x2 + 0.002)/(-0.04*x0**2 + 0.142*x0*x1 + 0.003*x0*x2 - 0.043*x0 + 0.508*x1**2 + 0.1*x1*x2 + 0.053*x1 - 0.809*x2**2 + 0.212*x2 + 0.077))) - 0.002*x0*x2**2*sqrt(Abs((0.009*x0**2 + 0.013*x0*x1 + 0.006*x0*x2 - 0.001*x0 + 0.001*x1*x2 + 0.007*x1 + 0.56*x2**2 + 0.005*x2 + 0.002)/(-0.04*x0**2 + 0.142*x0*x1 + 0.003*x0*x2 - 0.043*x0 + 0.508*x1**2 + 0.1*x1*x2 + 0.053*x1 - 0.809*x2**2 + 0.212*x2 + 0.077))) - 0.002*x0*x2*sqrt(Abs((0.009*x0**2 + 0.013*x0*x1 + 0.006*x0*x2 - 0.001*x0 + 0.001*x1*x2 + 0.007*x1 + 0.56*x2**2 + 0.005*x2 + 0.002)/(-0.04*x0**2 + 0.142*x0*x1 + 0.003*x0*x2 - 0.043*x0 + 0.508*x1**2 + 0.1*x1*x2 + 0.053*x1 - 0.809*x2**2 + 0.212*x2 + 0.077))) + 0.005*x0*sqrt(Abs((0.009*x0**2 + 0.013*x0*x1 + 0.006*x0*x2 - 0.001*x0 + 0.001*x1*x2 + 0.007*x1 + 0.56*x2**2 + 0.005*x2 + 0.002)/(-0.04*x0**2 + 0.142*x0*x1 + 0.003*x0*x2 - 0.043*x0 + 0.508*x1**2 + 0.1*x1*x2 + 0.053*x1 - 0.809*x2**2 + 0.212*x2 + 0.077))) + 0.013*x1**3*sqrt(Abs((0.009*x0**2 + 0.013*x0*x1 + 0.006*x0*x2 - 0.001*x0 + 0.001*x1*x2 + 0.007*x1 + 0.56*x2**2 + 0.005*x2 + 0.002)/(-0.04*x0**2 + 0.142*x0*x1 + 0.003*x0*x2 - 0.043*x0 + 0.508*x1**2 + 0.1*x1*x2 + 0.053*x1 - 0.809*x2**2 + 0.212*x2 + 0.077))) + 0.018*x1**2*x2*sqrt(Abs((0.009*x0**2 + 0.013*x0*x1 + 0.006*x0*x2 - 0.001*x0 + 0.001*x1*x2 + 0.007*x1 + 0.56*x2**2 + 0.005*x2 + 0.002)/(-0.04*x0**2 + 0.142*x0*x1 + 0.003*x0*x2 - 0.043*x0 + 0.508*x1**2 + 0.1*x1*x2 + 0.053*x1 - 0.809*x2**2 + 0.212*x2 + 0.077))) - 0.009*x1*x2**2*sqrt(Abs((0.009*x0**2 + 0.013*x0*x1 + 0.006*x0*x2 - 0.001*x0 + 0.001*x1*x2 + 0.007*x1 + 0.56*x2**2 + 0.005*x2 + 0.002)/(-0.04*x0**2 + 0.142*x0*x1 + 0.003*x0*x2 - 0.043*x0 + 0.508*x1**2 + 0.1*x1*x2 + 0.053*x1 - 0.809*x2**2 + 0.212*x2 + 0.077))) - 0.001*x1*x2*sqrt(Abs((0.009*x0**2 + 0.013*x0*x1 + 0.006*x0*x2 - 0.001*x0 + 0.001*x1*x2 + 0.007*x1 + 0.56*x2**2 + 0.005*x2 + 0.002)/(-0.04*x0**2 + 0.142*x0*x1 + 0.003*x0*x2 - 0.043*x0 + 0.508*x1**2 + 0.1*x1*x2 + 0.053*x1 - 0.809*x2**2 + 0.212*x2 + 0.077))) - 0.003*x1*sqrt(Abs((0.009*x0**2 + 0.013*x0*x1 + 0.006*x0*x2 - 0.001*x0 + 0.001*x1*x2 + 0.007*x1 + 0.56*x2**2 + 0.005*x2 + 0.002)/(-0.04*x0**2 + 0.142*x0*x1 + 0.003*x0*x2 - 0.043*x0 + 0.508*x1**2 + 0.1*x1*x2 + 0.053*x1 - 0.809*x2**2 + 0.212*x2 + 0.077))) + 0.001*x2**3*sqrt(Abs((0.009*x0**2 + 0.013*x0*x1 + 0.006*x0*x2 - 0.001*x0 + 0.001*x1*x2 + 0.007*x1 + 0.56*x2**2 + 0.005*x2 + 0.002)/(-0.04*x0**2 + 0.142*x0*x1 + 0.003*x0*x2 - 0.043*x0 + 0.508*x1**2 + 0.1*x1*x2 + 0.053*x1 - 0.809*x2**2 + 0.212*x2 + 0.077))) + 0.002*x2**2*sqrt(Abs((0.009*x0**2 + 0.013*x0*x1 + 0.006*x0*x2 - 0.001*x0 + 0.001*x1*x2 + 0.007*x1 + 0.56*x2**2 + 0.005*x2 + 0.002)/(-0.04*x0**2 + 0.142*x0*x1 + 0.003*x0*x2 - 0.043*x0 + 0.508*x1**2 + 0.1*x1*x2 + 0.053*x1 - 0.809*x2**2 + 0.212*x2 + 0.077))) + 0.003*sqrt(Abs((0.009*x0**2 + 0.013*x0*x1 + 0.006*x0*x2 - 0.001*x0 + 0.001*x1*x2 + 0.007*x1 + 0.56*x2**2 + 0.005*x2 + 0.002)/(-0.04*x0**2 + 0.142*x0*x1 + 0.003*x0*x2 - 0.043*x0 + 0.508*x1**2 + 0.1*x1*x2 + 0.053*x1 - 0.809*x2**2 + 0.212*x2 + 0.077))))/(0.036*x0 + 0.108*x1 + 0.983*x2 + 0.079*sqrt(Abs((0.009*x0**2 + 0.013*x0*x1 + 0.006*x0*x2 - 0.001*x0 + 0.001*x1*x2 + 0.007*x1 + 0.56*x2**2 + 0.005*x2 + 0.002)/(-0.04*x0**2 + 0.142*x0*x1 + 0.003*x0*x2 - 0.043*x0 + 0.508*x1**2 + 0.1*x1*x2 + 0.053*x1 - 0.809*x2**2 + 0.212*x2 + 0.077))) + 0.118),0.024059437652116707,0.02443635004052909,0.002494544582000304,0.9993851273163208,0.9999937772473284,False,4445.944,45,18,0.0016813541062008972,0.9999971730483695,0.9993973194803609,(0.015*x0**2*x1*sqrt(Abs((0.025*x0*x1 + 0.531*x2**2)/(0.006*x0**2 + 0.024*x0*x1 - 0.112*x0 + 0.579*x1**2 + 0.142*x1*x2 + 0.015*x1 - 0.77*x2**2 + 0.195*x2))) + 0.017*x0*x1**2*sqrt(Abs((0.025*x0*x1 + 0.531*x2**2)/(0.006*x0**2 + 0.024*x0*x1 - 0.112*x0 + 0.579*x1**2 + 0.142*x1*x2 + 0.015*x1 - 0.77*x2**2 + 0.195*x2))) + 1.192*x0*x1*x2*sqrt(Abs((0.025*x0*x1 + 0.531*x2**2)/(0.006*x0**2 + 0.024*x0*x1 - 0.112*x0 + 0.579*x1**2 + 0.142*x1*x2 + 0.015*x1 - 0.77*x2**2 + 0.195*x2))))/(0.013*x0 + 0.101*x1 + 0.992*x2 + 0.045*sqrt(Abs((0.025*x0*x1 + 0.531*x2**2)/(0.006*x0**2 + 0.024*x0*x1 - 0.112*x0 + 0.579*x1**2 + 0.142*x1*x2 + 0.015*x1 - 0.77*x2**2 + 0.195*x2))) + 0.061),996460
3,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,100,0,0.01,0.0,basinhopping,1,0.01,,BFGS,100,1000,0.001,1,False,4,0,0.0,cpu,0.0001,4800,1000000,True,10,feynman_I_15_3t,(t-u*x/c**2)/sqrt(1-u**2/c**2),(0.003*x0*x1*sqrt(Abs((0.004*x0 + 0.029*x1 + 0.037*x2 + 0.428*x3 + 0.006)/(0.001*x0 + 0.031*x1 + 0.317*x2 + 0.948*x3 + 0.001))) - 0.01*x0*x2*sqrt(Abs((0.004*x0 + 0.029*x1 + 0.037*x2 + 0.428*x3 + 0.006)/(0.001*x0 + 0.031*x1 + 0.317*x2 + 0.948*x3 + 0.001))) - 0.001*x0*x3*sqrt(Abs((0.004*x0 + 0.029*x1 + 0.037*x2 + 0.428*x3 + 0.006)/(0.001*x0 + 0.031*x1 + 0.317*x2 + 0.948*x3 + 0.001))) - 0.033*x0*sqrt(Abs((0.004*x0 + 0.029*x1 + 0.037*x2 + 0.428*x3 + 0.006)/(0.001*x0 + 0.031*x1 + 0.317*x2 + 0.948*x3 + 0.001))) - 0.002*x1**2*sqrt(Abs((0.004*x0 + 0.029*x1 + 0.037*x2 + 0.428*x3 + 0.006)/(0.001*x0 + 0.031*x1 + 0.317*x2 + 0.948*x3 + 0.001))) + 0.009*x1*x2*sqrt(Abs((0.004*x0 + 0.029*x1 + 0.037*x2 + 0.428*x3 + 0.006)/(0.001*x0 + 0.031*x1 + 0.317*x2 + 0.948*x3 + 0.001))) + 0.145*x1*x3*sqrt(Abs((0.004*x0 + 0.029*x1 + 0.037*x2 + 0.428*x3 + 0.006)/(0.001*x0 + 0.031*x1 + 0.317*x2 + 0.948*x3 + 0.001))) + 0.001*x1*sqrt(Abs((0.004*x0 + 0.029*x1 + 0.037*x2 + 0.428*x3 + 0.006)/(0.001*x0 + 0.031*x1 + 0.317*x2 + 0.948*x3 + 0.001))) + 0.009*x2**2*sqrt(Abs((0.004*x0 + 0.029*x1 + 0.037*x2 + 0.428*x3 + 0.006)/(0.001*x0 + 0.031*x1 + 0.317*x2 + 0.948*x3 + 0.001))) - 0.15*x2*x3*sqrt(Abs((0.004*x0 + 0.029*x1 + 0.037*x2 + 0.428*x3 + 0.006)/(0.001*x0 + 0.031*x1 + 0.317*x2 + 0.948*x3 + 0.001))) + 0.004*x2*sqrt(Abs((0.004*x0 + 0.029*x1 + 0.037*x2 + 0.428*x3 + 0.006)/(0.001*x0 + 0.031*x1 + 0.317*x2 + 0.948*x3 + 0.001))) + 0.008*x3**2*sqrt(Abs((0.004*x0 + 0.029*x1 + 0.037*x2 + 0.428*x3 + 0.006)/(0.001*x0 + 0.031*x1 + 0.317*x2 + 0.948*x3 + 0.001))) - 0.001*x3*sqrt(Abs((0.004*x0 + 0.029*x1 + 0.037*x2 + 0.428*x3 + 0.006)/(0.001*x0 + 0.031*x1 + 0.317*x2 + 0.948*x3 + 0.001))) + 0.001*sqrt(Abs((0.004*x0 + 0.029*x1 + 0.037*x2 + 0.428*x3 + 0.006)/(0.001*x0 + 0.031*x1 + 0.317*x2 + 0.948*x3 + 0.001))))/(0.1*x1 - 0.127*x2 + 0.007*x3 - 0.823*sqrt(Abs((0.004*x0 + 0.029*x1 + 0.037*x2 + 0.428*x3 + 0.006)/(0.001*x0 + 0.031*x1 + 0.317*x2 + 0.948*x3 + 0.001))) + 0.545),0.025809188736911456,0.027046313276424358,0.0055224735702268275,0.9992696573552032,0.9999695022856662,False,4813.326,31,14,0.010638976137239655,0.9998868121867512,0.9991792616282174,(-0.003*x0*x2*sqrt(Abs((0.029*x1 + 0.109*x2 + 0.418*x3)/(0.051*x1 + 0.289*x2 + 0.956*x3))) - 0.027*x0*sqrt(Abs((0.029*x1 + 0.109*x2 + 0.418*x3)/(0.051*x1 + 0.289*x2 + 0.956*x3))) + 0.155*x1*x3*sqrt(Abs((0.029*x1 + 0.109*x2 + 0.418*x3)/(0.051*x1 + 0.289*x2 + 0.956*x3))) - 0.167*x2*x3*sqrt(Abs((0.029*x1 + 0.109*x2 + 0.418*x3)/(0.051*x1 + 0.289*x2 + 0.956*x3))))/(0.104*x1 - 0.128*x2 - 0.821*sqrt(Abs((0.029*x1 + 0.109*x2 + 0.418*x3)/(0.051*x1 + 0.289*x2 + 0.956*x3))) + 0.546),809897
4,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,100,0,0.01,0.0,basinhopping,1,0.01,,BFGS,100,1000,0.001,1,False,4,0,0.0,cpu,0.0001,4800,1000000,True,10,feynman_I_15_3x,(x-u*t)/sqrt(1-u**2/c**2),0.002*x0**2*exp((-0.012*x0 - 0.002*x1 + 0.196*x2 - 0.031)/(-0.024*x0 - 0.606*x1 + 0.776*x2 + 0.019*x3 - 0.174)) - 0.008*x0*x1*exp((-0.012*x0 - 0.002*x1 + 0.196*x2 - 0.031)/(-0.024*x0 - 0.606*x1 + 0.776*x2 + 0.019*x3 - 0.174)) - 0.003*x0*x3*exp((-0.012*x0 - 0.002*x1 + 0.196*x2 - 0.031)/(-0.024*x0 - 0.606*x1 + 0.776*x2 + 0.019*x3 - 0.174)) + 0.753*x0*exp((-0.012*x0 - 0.002*x1 + 0.196*x2 - 0.031)/(-0.024*x0 - 0.606*x1 + 0.776*x2 + 0.019*x3 - 0.174)) - 0.002*x1**2*exp((-0.012*x0 - 0.002*x1 + 0.196*x2 - 0.031)/(-0.024*x0 - 0.606*x1 + 0.776*x2 + 0.019*x3 - 0.174)) - 0.001*x1*x2*exp((-0.012*x0 - 0.002*x1 + 0.196*x2 - 0.031)/(-0.024*x0 - 0.606*x1 + 0.776*x2 + 0.019*x3 - 0.174)) - 0.734*x1*x3*exp((-0.012*x0 - 0.002*x1 + 0.196*x2 - 0.031)/(-0.024*x0 - 0.606*x1 + 0.776*x2 + 0.019*x3 - 0.174)) - 0.001*x1*exp((-0.012*x0 - 0.002*x1 + 0.196*x2 - 0.031)/(-0.024*x0 - 0.606*x1 + 0.776*x2 + 0.019*x3 - 0.174)) - 0.001*x2*x3*exp((-0.012*x0 - 0.002*x1 + 0.196*x2 - 0.031)/(-0.024*x0 - 0.606*x1 + 0.776*x2 + 0.019*x3 - 0.174)) + 0.004*x2*exp((-0.012*x0 - 0.002*x1 + 0.196*x2 - 0.031)/(-0.024*x0 - 0.606*x1 + 0.776*x2 + 0.019*x3 - 0.174)) - 0.002*x3*exp((-0.012*x0 - 0.002*x1 + 0.196*x2 - 0.031)/(-0.024*x0 - 0.606*x1 + 0.776*x2 + 0.019*x3 - 0.174)) + 0.005*exp((-0.012*x0 - 0.002*x1 + 0.196*x2 - 0.031)/(-0.024*x0 - 0.606*x1 + 0.776*x2 + 0.019*x3 - 0.174)),0.037298993025392795,0.034662647687462814,0.004738974313373618,0.9987661163133005,0.9999775421224572,False,4815.485,25,10,0.007022160279959556,0.9999506892650025,0.9987140093814,0.788*x0*exp((-0.001*x0 + 0.16*x2 - 0.166)/(-0.002*x0 - 0.48*x1 + 0.692*x2 - 0.013*x3 - 0.54)) - 0.792*x1*x3*exp((-0.001*x0 + 0.16*x2 - 0.166)/(-0.002*x0 - 0.48*x1 + 0.692*x2 - 0.013*x3 - 0.54)),823565
5,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,100,0,0.01,0.0,basinhopping,1,0.01,,BFGS,100,1000,0.001,1,False,4,0,0.0,cpu,0.0001,4800,1000000,True,10,feynman_I_16_6,(u+v)/(1+u*v/c**2),(0.004*x0**3*x2 + 0.002*x0**3 - 0.001*x0**2*x1**2 - 0.001*x0**2*x1*x2 + 0.713*x0**2*x1 + 0.002*x0**2*x2**2 + 0.65*x0**2*x2 - 0.001*x0*x1**2*x2 + 0.001*x0*x1**2 + 0.003*x0*x2**3 + 0.004*x0*x2**2 - 0.001*x1**3*x2 - 0.002*x1**3 + 0.002*x1**2*x2 - 0.001*x1*x2**3 + 0.005*x1*x2**2 - 0.002*x2**3)/(0.711*x0**2 + 0.011*x0*x1 - 0.007*x0*x2 - 0.096*x0 - 0.01*x1**2 + 0.683*x1*x2 + 0.05*x1 + 0.02*x2**2 - 0.064*x2 + 0.108),0.02687434934269711,0.026909295340117156,0.003528198922436989,0.9992839936994334,0.9999875518123638,False,4603.436,42,4,0.0011416926295260686,0.9999986965379397,0.9993094074096994,(0.707*x0**2*x1 + 0.706*x0**2*x2)/(0.707*x0**2 + 0.707*x1*x2),997007
6,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,100,0,0.01,0.0,basinhopping,1,0.01,,BFGS,100,1000,0.001,1,False,4,0,0.0,cpu,0.0001,4800,1000000,True,10,feynman_I_18_12,r*F*sin(theta),-0.001*x0**2*x2 + 0.001*x0**2 - 0.001*x0*x1*x2 - 1.0*x0*x1*cos(0.001*x0 + 0.001*x1 + 1.001*x2 + 1.563) + 0.001*x0*x2*cos(0.001*x0 + 0.001*x1 + 1.001*x2 + 1.563) + 0.005*x0*x2 + 0.004*x0 - 0.001*x1**2*cos(0.001*x0 + 0.001*x1 + 1.001*x2 + 1.563) + 0.003*x1*x2*cos(0.001*x0 + 0.001*x1 + 1.001*x2 + 1.563) - 0.001*x2**3,0.010351773153190193,0.010190551222202754,0.001149033517937773,0.9998977934028078,0.9999986797219746,True,437.442,34,3,0.00018042472542662875,0.9999999674469184,0.9998968257046572,-1.0*x0*x1*cos(1.0*x2 + 1.571),190398
7,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,100,0,0.01,0.0,basinhopping,1,0.01,,BFGS,100,1000,0.001,1,False,4,0,0.0,cpu,0.0001,4800,1000000,True,10,feynman_I_18_14,m*r*v*sin(theta),-0.001*x0**2*x2*cos(1.0*x3 - 1.572) + 1.003*x0*x1*x2*cos(1.0*x3 - 1.572) - 0.001*x0*x2*x3*cos(1.0*x3 - 1.572) + 0.002*x1**2*x2*cos(1.0*x3 - 1.572) - 0.005*x1*x2**2*cos(1.0*x3 - 1.572) + 0.001*x1*x2*x3*cos(1.0*x3 - 1.572) + 0.002*x2**3*cos(1.0*x3 - 1.572),0.009879592374978393,0.01004221583996402,0.000837861614751741,0.9998995241665212,0.9999992979879145,True,1395.488,40,3,0.00019157313198171885,0.9999999632997351,0.9999000296813393,1.0*x0*x1*x2*cos(1.0*x3 - 1.571),323876
8,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,100,0,0.01,0.0,basinhopping,1,0.01,,BFGS,100,1000,0.001,1,False,4,0,0.0,cpu,0.0001,4800,1000000,True,10,feynman_I_18_4,(m1*r1+m2*r2)/(m1+m2),(-0.707*x0*x2 - 0.001*x0*x3 + 0.001*x1**2 - 0.003*x1*x2 - 0.706*x1*x3 + 0.001*x2**2)/(-0.707*x0 - 0.707*x1 - 0.002*x2 + 0.001*x3),0.03437093540759101,0.03696923325923438,0.003289372527503771,0.9986743630034721,0.9999891800283753,False,4842.094,20,4,0.0010151712392685562,0.999998969427355,0.9986711763081932,(-0.707*x0*x2 - 0.707*x1*x3)/(-0.708*x0 - 0.707*x1),819259
9,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,100,0,0.01,0.0,basinhopping,1,0.01,,BFGS,100,1000,0.001,1,False,4,0,0.0,cpu,0.0001,4800,1000000,True,10,feynman_I_24_6,1/2*m*(omega**2+omega_0**2)*1/2*x**2,(-0.001*x0**2*sqrt(Abs((0.001*x0 + 0.001*x2 + 0.033*x3)/(0.006*x0 + 0.017*x1 + 0.024*x2 + 0.818*x3 - 0.574))) - 0.021*x0*x1**2 + 0.003*x0*x1*x2 - 0.002*x0*x1*x3 - 0.004*x0*x1*sqrt(Abs((0.001*x0 + 0.001*x2 + 0.033*x3)/(0.006*x0 + 0.017*x1 + 0.024*x2 + 0.818*x3 - 0.574))) - 0.01*x0*x1 - 0.023*x0*x2**2 - 0.022*x0*x2*sqrt(Abs((0.001*x0 + 0.001*x2 + 0.033*x3)/(0.006*x0 + 0.017*x1 + 0.024*x2 + 0.818*x3 - 0.574))) - 0.004*x0*x2 + 0.001*x0*x3**2 - 0.001*x0*x3*sqrt(Abs((0.001*x0 + 0.001*x2 + 0.033*x3)/(0.006*x0 + 0.017*x1 + 0.024*x2 + 0.818*x3 - 0.574))) + 0.007*x0*x3 + 0.001*x1**2*x2 - 0.009*x1**2*sqrt(Abs((0.001*x0 + 0.001*x2 + 0.033*x3)/(0.006*x0 + 0.017*x1 + 0.024*x2 + 0.818*x3 - 0.574))) + 0.001*x1**2 + 0.001*x1*x2**2 - 0.002*x1*x2*x3 + 0.002*x1*x3**2 - 0.003*x1*x3*sqrt(Abs((0.001*x0 + 0.001*x2 + 0.033*x3)/(0.006*x0 + 0.017*x1 + 0.024*x2 + 0.818*x3 - 0.574))) + 0.001*x2**3 - 0.002*x2**2*x3 + 0.002*x2*x3**2 - 0.002*x3**3 - 0.006*x3**2*sqrt(Abs((0.001*x0 + 0.001*x2 + 0.033*x3)/(0.006*x0 + 0.017*x1 + 0.024*x2 + 0.818*x3 - 0.574))) + 0.005*x3**2)/(-0.004*x3 - 0.975*sqrt(Abs((0.001*x0 + 0.001*x2 + 0.033*x3)/(0.006*x0 + 0.017*x1 + 0.024*x2 + 0.818*x3 - 0.574))) + 0.223),0.017209871281336768,0.016792489822551087,0.004553564297435172,0.9997093660100428,0.9999792650521891,False,4808.681,66,7,0.013879409562760806,0.9998073619901892,0.9995179774385838,(-0.131*x0*x1**2 - 0.131*x0*x2**2)/(0.737 - 0.619932912499409*sqrt(Abs(x3/(0.807*x3 - 0.59)))),816073
