,dataset,relative_l2_train,relative_l2_val,success,training_time
0,feynman_I_14_3,0.01801560227634517,0.017001666995499813,0.0,4426.615
1,feynman_I_14_4,0.01543416248566478,0.015710068589247207,0.0,3468.862
2,feynman_I_15_10,0.024059437652116707,0.02443635004052909,0.0,4445.944
3,feynman_I_15_3t,0.025809188736911456,0.027046313276424358,0.0,4813.326
4,feynman_I_15_3x,0.037298993025392795,0.034662647687462814,0.0,4815.485
5,feynman_I_16_6,0.02687434934269711,0.026909295340117156,0.0,4603.436
6,feynman_I_18_12,0.010351773153190193,0.010190551222202754,1.0,437.442
7,feynman_I_18_14,0.009879592374978393,0.01004221583996402,1.0,1395.488
8,feynman_I_18_4,0.03437093540759101,0.03696923325923438,0.0,4842.094
9,feynman_I_24_6,0.017209871281336768,0.016792489822551087,0.0,4808.681
10,feynman_I_25_13,0.018303882431235728,0.01832532950680447,0.0,3470.992
11,feynman_I_26_2,0.013123476635723302,0.012894022163114704,1.0,3587.784
12,feynman_I_27_6,0.022556276153441614,0.02371964156155488,0.0,4519.185
13,feynman_I_29_16,0.02948519524586899,0.03459823696110057,0.0,4840.881
14,feynman_I_29_4,0.014582443501104568,0.014807811354235525,1.0,5.597
15,feynman_I_30_3,0.07152175355607862,0.0802771123011155,0.0,4106.384
16,feynman_I_30_5,0.01713232151361219,0.018981497250325306,0.0,3910.302
17,feynman_I_32_17,0.015432385635576243,0.014919609340969241,1.0,4967.679
18,feynman_I_32_5,0.009559389462214971,0.014259914876371663,1.0,4856.291
