,max_deg_input,max_deg_output,max_deg_input_denominator,max_deg_output_denominator,max_deg_output_polynomials_specific,max_deg_output_polynomials_denominator_specific,width,function_names,maximal_potence,maximal_n_functions,model,maxiter1,maxiter2,target_noise,feature_noise,optimizer,pruning_iterations,pruning_cut_off,classifier,local_minimizer,maxiter_per_dim_local_minimizer,max_dataset_length,lambda_1,repetitions,parallel,n_processes,lambda_1_cut,lambda_1_piecewise,device,accuracy,time_limit,evaluations_limit,iterative_finetuning,max_n_active_parameters,lambda_1_finetuning,seed,dataset,target_formula,estimated_formula,relative_l2_train,relative_l2_val,relative_l2_test,r_squared_val,r_squared_test,success,training_time,n_active_coefficients,n_active_coefficients_reduced,relative_l2_distance_test_reduced,r_squared_test_reduced,r_squared_val_reduced,best_formula_reduced,n_evaluations
0,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,ParFamTorch,2000,0,0.0,0.0,basinhopping,1,0.01,,BFGS,100,1000,0.001,1,False,4,0,0.0,cpu,0.0001,4800,1000000,True,10,0.01,1,feynman_III_4_33,(h/(2*pi))*omega/(exp((h/(2*pi))*omega/(kb*T))-1),(0.005*x0 + 0.005*x1 - 0.091*x2 - 0.004*x3 + 0.017*exp((0.006*x0*x1 - 0.001*x0*x2 - 0.005*x0*x3 - 0.001*x0 - 0.001*x1*x2 - 0.006*x1*x3 + 0.001*x1 + 0.001*x2**2 - 0.084*x2*x3 - 0.126*x2 - 0.012*x3**2 - 0.006*x3 + 0.023)/(0.001*x0**2 - 0.073*x0*x1 + 0.004*x0*x2 + 0.067*x0*x3 - 0.015*x0 + 0.007*x1*x2 + 0.068*x1*x3 - 0.018*x1 - 0.005*x2**2 + 0.959*x2*x3 - 0.06*x2 + 0.128*x3**2 - 0.213*x3 - 0.001)) - 0.021)/(0.738*exp((0.006*x0*x1 - 0.001*x0*x2 - 0.005*x0*x3 - 0.001*x0 - 0.001*x1*x2 - 0.006*x1*x3 + 0.001*x1 + 0.001*x2**2 - 0.084*x2*x3 - 0.126*x2 - 0.012*x3**2 - 0.006*x3 + 0.023)/(0.001*x0**2 - 0.073*x0*x1 + 0.004*x0*x2 + 0.067*x0*x3 - 0.015*x0 + 0.007*x1*x2 + 0.068*x1*x3 - 0.018*x1 - 0.005*x2**2 + 0.959*x2*x3 - 0.06*x2 + 0.128*x3**2 - 0.213*x3 - 0.001)) - 0.675),0.0012555370981131523,0.0016686654356419864,0.0016175129689524814,0.999997270990767,0.9999973836517952,False,31.805,42,30,0.0021235712405235536,0.9999954904451864,0.999995401489618,(0.004*x0 + 0.004*x1 - 0.089*x2 - 0.002*x3 + 0.015*exp((0.005*x0*x1 - 0.005*x0*x3 - 0.005*x1*x3 - 0.08*x2*x3 - 0.122*x2 - 0.011*x3**2 + 0.018)/(-0.067*x0*x1 - 0.001*x0*x2 + 0.062*x0*x3 - 0.011*x0 - 0.001*x1*x2 + 0.064*x1*x3 - 0.014*x1 + 0.001*x2**2 + 0.961*x2*x3 - 0.056*x2 + 0.124*x3**2 - 0.21*x3)) - 0.015)/(0.736*exp((0.005*x0*x1 - 0.005*x0*x3 - 0.005*x1*x3 - 0.08*x2*x3 - 0.122*x2 - 0.011*x3**2 + 0.018)/(-0.067*x0*x1 - 0.001*x0*x2 + 0.062*x0*x3 - 0.011*x0 - 0.001*x1*x2 + 0.064*x1*x3 - 0.014*x1 + 0.001*x2**2 + 0.961*x2*x3 - 0.056*x2 + 0.124*x3**2 - 0.21*x3)) - 0.677),10142
1,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,ParFamTorch,2000,0,0.0,0.0,basinhopping,1,0.01,,BFGS,100,1000,0.001,1,False,4,0,0.0,cpu,0.0001,4800,1000000,True,10,0.01,12,feynman_III_4_33,(h/(2*pi))*omega/(exp((h/(2*pi))*omega/(kb*T))-1),(0.001*x0 + 0.002*x1 - 0.027*x2 - 0.002*x3 + 0.004*exp((-0.002*x0**2 - 0.046*x0*x1 + 0.012*x0*x2 + 0.067*x0*x3 - 0.028*x0 + 0.011*x1*x2 + 0.047*x1*x3 - 0.033*x1 - 0.008*x2**2 + 0.445*x2*x3 + 0.195*x3**2 + 0.094*x3)/(0.003*x0**2 + 0.089*x0*x1 - 0.023*x0*x2 - 0.13*x0*x3 + 0.048*x0 + 0.001*x1**2 - 0.023*x1*x2 - 0.091*x1*x3 + 0.064*x1 + 0.019*x2**2 - 0.862*x2*x3 - 0.114*x2 - 0.385*x3**2 - 0.235*x3 + 0.019)))/(0.514 - 0.858*exp((-0.002*x0**2 - 0.046*x0*x1 + 0.012*x0*x2 + 0.067*x0*x3 - 0.028*x0 + 0.011*x1*x2 + 0.047*x1*x3 - 0.033*x1 - 0.008*x2**2 + 0.445*x2*x3 + 0.195*x3**2 + 0.094*x3)/(0.003*x0**2 + 0.089*x0*x1 - 0.023*x0*x2 - 0.13*x0*x3 + 0.048*x0 + 0.001*x1**2 - 0.023*x1*x2 - 0.091*x1*x3 + 0.064*x1 + 0.019*x2**2 - 0.862*x2*x3 - 0.114*x2 - 0.385*x3**2 - 0.235*x3 + 0.019))),0.0031217942728038123,0.0031758683082688164,0.0031099400083833173,0.9999902386676395,0.9999903282731443,False,28.626,42,40,0.003108325047994359,0.999990338315396,0.9999902109081817,(0.001*x0 + 0.002*x1 - 0.027*x2 - 0.002*x3 + 0.004*exp((-0.002*x0**2 - 0.046*x0*x1 + 0.012*x0*x2 + 0.067*x0*x3 - 0.028*x0 + 0.011*x1*x2 + 0.047*x1*x3 - 0.033*x1 - 0.008*x2**2 + 0.445*x2*x3 + 0.195*x3**2 + 0.094*x3)/(0.003*x0**2 + 0.089*x0*x1 - 0.023*x0*x2 - 0.13*x0*x3 + 0.048*x0 + 0.001*x1**2 - 0.023*x1*x2 - 0.091*x1*x3 + 0.064*x1 + 0.019*x2**2 - 0.862*x2*x3 - 0.114*x2 - 0.385*x3**2 - 0.235*x3 + 0.019)))/(0.514 - 0.858*exp((-0.002*x0**2 - 0.046*x0*x1 + 0.012*x0*x2 + 0.067*x0*x3 - 0.028*x0 + 0.011*x1*x2 + 0.047*x1*x3 - 0.033*x1 - 0.008*x2**2 + 0.445*x2*x3 + 0.195*x3**2 + 0.094*x3)/(0.003*x0**2 + 0.089*x0*x1 - 0.023*x0*x2 - 0.13*x0*x3 + 0.048*x0 + 0.001*x1**2 - 0.023*x1*x2 - 0.091*x1*x3 + 0.064*x1 + 0.019*x2**2 - 0.862*x2*x3 - 0.114*x2 - 0.385*x3**2 - 0.235*x3 + 0.019))),10882
2,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,ParFamTorch,2000,0,0.0,0.0,basinhopping,1,0.01,,BFGS,100,1000,0.001,1,False,4,0,0.0,cpu,0.0001,4800,1000000,True,10,0.01,123,feynman_III_4_33,(h/(2*pi))*omega/(exp((h/(2*pi))*omega/(kb*T))-1),(0.049*x0 - 0.163*x2 - 0.229*x3 - 3.543*exp((0.001*x0**2 - 0.041*x0*x1 - 0.015*x0*x2 - 0.01*x0*x3 + 0.006*x0 + 0.001*x1**2 + 0.004*x1*x2 + 0.001*x1*x3 - 0.001*x1 + 0.052*x2**2 + 0.736*x2*x3 - 0.848*x2 + 0.064*x3**2 - 0.827*x3 - 1.573)/(0.005*x0**2 - 0.035*x0*x1 + 0.024*x0*x2 + 0.019*x0*x3 - 0.075*x0 + 0.005*x1**2 - 0.009*x1*x2 - 0.005*x1*x3 - 0.027*x1 + 0.028*x2**2 + 0.611*x2*x3 + 0.032*x2 - 0.005*x3**2 + 0.073*x3 + 0.781)) + 0.015)/(0.014*x0 - 0.005*x1 + 0.004*x2 - 0.019*x3 + 0.341*exp((0.001*x0**2 - 0.041*x0*x1 - 0.015*x0*x2 - 0.01*x0*x3 + 0.006*x0 + 0.001*x1**2 + 0.004*x1*x2 + 0.001*x1*x3 - 0.001*x1 + 0.052*x2**2 + 0.736*x2*x3 - 0.848*x2 + 0.064*x3**2 - 0.827*x3 - 1.573)/(0.005*x0**2 - 0.035*x0*x1 + 0.024*x0*x2 + 0.019*x0*x3 - 0.075*x0 + 0.005*x1**2 - 0.009*x1*x2 - 0.005*x1*x3 - 0.027*x1 + 0.028*x2**2 + 0.611*x2*x3 + 0.032*x2 - 0.005*x3**2 + 0.073*x3 + 0.781)) - 0.94),0.0034987823256965333,0.0035872646890101455,0.0036124857315715207,0.9999870226447463,0.9999869499468392,False,5.205,42,42,0.0036124857315715207,0.9999869499468392,0.999987494180282,(0.049*x0 - 0.163*x2 - 0.229*x3 - 3.543*exp((0.001*x0**2 - 0.041*x0*x1 - 0.015*x0*x2 - 0.01*x0*x3 + 0.006*x0 + 0.001*x1**2 + 0.004*x1*x2 + 0.001*x1*x3 - 0.001*x1 + 0.052*x2**2 + 0.736*x2*x3 - 0.848*x2 + 0.064*x3**2 - 0.827*x3 - 1.573)/(0.005*x0**2 - 0.035*x0*x1 + 0.024*x0*x2 + 0.019*x0*x3 - 0.075*x0 + 0.005*x1**2 - 0.009*x1*x2 - 0.005*x1*x3 - 0.027*x1 + 0.028*x2**2 + 0.611*x2*x3 + 0.032*x2 - 0.005*x3**2 + 0.073*x3 + 0.781)) + 0.015)/(0.014*x0 - 0.005*x1 + 0.004*x2 - 0.019*x3 + 0.341*exp((0.001*x0**2 - 0.041*x0*x1 - 0.015*x0*x2 - 0.01*x0*x3 + 0.006*x0 + 0.001*x1**2 + 0.004*x1*x2 + 0.001*x1*x3 - 0.001*x1 + 0.052*x2**2 + 0.736*x2*x3 - 0.848*x2 + 0.064*x3**2 - 0.827*x3 - 1.573)/(0.005*x0**2 - 0.035*x0*x1 + 0.024*x0*x2 + 0.019*x0*x3 - 0.075*x0 + 0.005*x1**2 - 0.009*x1*x2 - 0.005*x1*x3 - 0.027*x1 + 0.028*x2**2 + 0.611*x2*x3 + 0.032*x2 - 0.005*x3**2 + 0.073*x3 + 0.781)) - 0.94),2010
3,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,ParFamTorch,2000,0,0.0,0.0,basinhopping,1,0.01,,BFGS,100,1000,0.001,1,False,4,0,0.0,cpu,0.0001,4800,1000000,True,10,0.01,1234,feynman_III_4_33,(h/(2*pi))*omega/(exp((h/(2*pi))*omega/(kb*T))-1),(-0.032*x0 - 0.016*x1 - 0.008*x2 - 0.085*x3 - 0.005*exp((0.008*x0**2 - 0.098*x0*x1 - 0.004*x0*x2 - 0.003*x0*x3 - 0.118*x0 + 0.007*x1**2 - 0.004*x1*x2 - 0.013*x1*x3 - 0.054*x1 + 0.021*x2**2 + 1.653*x2*x3 - 0.034*x2 - 0.004*x3**2 - 0.06*x3 - 0.004)/(-0.005*x0**2 + 0.056*x0*x1 - 0.001*x0*x3 - 0.016*x0 - 0.004*x1**2 + 0.001*x1*x2 + 0.008*x1*x3 - 0.013*x1 - 0.012*x2**2 - 0.967*x2*x3 - 0.014*x2 + 0.006*x3**2 - 0.248*x3 + 0.002)) - 0.004)/(0.179 - 0.984*exp((0.008*x0**2 - 0.098*x0*x1 - 0.004*x0*x2 - 0.003*x0*x3 - 0.118*x0 + 0.007*x1**2 - 0.004*x1*x2 - 0.013*x1*x3 - 0.054*x1 + 0.021*x2**2 + 1.653*x2*x3 - 0.034*x2 - 0.004*x3**2 - 0.06*x3 - 0.004)/(-0.005*x0**2 + 0.056*x0*x1 - 0.001*x0*x3 - 0.016*x0 - 0.004*x1**2 + 0.001*x1*x2 + 0.008*x1*x3 - 0.013*x1 - 0.012*x2**2 - 0.967*x2*x3 - 0.014*x2 + 0.006*x3**2 - 0.248*x3 + 0.002))),0.0017335262768159686,0.0018855068436607705,0.0018576886046473959,0.9999964372473291,0.9999965489930481,False,18.741,42,42,0.0018576886046473959,0.9999965489930481,0.9999964400659803,(-0.032*x0 - 0.016*x1 - 0.008*x2 - 0.085*x3 - 0.005*exp((0.008*x0**2 - 0.098*x0*x1 - 0.004*x0*x2 - 0.003*x0*x3 - 0.118*x0 + 0.007*x1**2 - 0.004*x1*x2 - 0.013*x1*x3 - 0.054*x1 + 0.021*x2**2 + 1.653*x2*x3 - 0.034*x2 - 0.004*x3**2 - 0.06*x3 - 0.004)/(-0.005*x0**2 + 0.056*x0*x1 - 0.001*x0*x3 - 0.016*x0 - 0.004*x1**2 + 0.001*x1*x2 + 0.008*x1*x3 - 0.013*x1 - 0.012*x2**2 - 0.967*x2*x3 - 0.014*x2 + 0.006*x3**2 - 0.248*x3 + 0.002)) - 0.004)/(0.179 - 0.984*exp((0.008*x0**2 - 0.098*x0*x1 - 0.004*x0*x2 - 0.003*x0*x3 - 0.118*x0 + 0.007*x1**2 - 0.004*x1*x2 - 0.013*x1*x3 - 0.054*x1 + 0.021*x2**2 + 1.653*x2*x3 - 0.034*x2 - 0.004*x3**2 - 0.06*x3 - 0.004)/(-0.005*x0**2 + 0.056*x0*x1 - 0.001*x0*x3 - 0.016*x0 - 0.004*x1**2 + 0.001*x1*x2 + 0.008*x1*x3 - 0.013*x1 - 0.012*x2**2 - 0.967*x2*x3 - 0.014*x2 + 0.006*x3**2 - 0.248*x3 + 0.002))),7310
4,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,ParFamTorch,2000,0,0.0,0.0,basinhopping,1,0.01,,BFGS,100,1000,0.001,1,False,4,0,0.0,cpu,0.0001,4800,1000000,True,10,0.01,12345,feynman_III_4_33,(h/(2*pi))*omega/(exp((h/(2*pi))*omega/(kb*T))-1),(-0.003*x1 - 0.158*x2 - 0.037*x3 + 0.157*exp((-0.006*x0**2 + 0.039*x0*x1 + 0.019*x0*x2 + 0.008*x0*x3 - 0.005*x1**2 + 0.018*x1*x2 + 0.005*x1*x3 + 0.001*x1 + 0.02*x2**2 - 0.679*x2*x3 - 0.004*x3**2 + 0.009*x3 + 0.011)/(0.009*x0**2 - 0.043*x0*x1 - 0.031*x0*x2 - 0.014*x0*x3 + 0.009*x0 + 0.007*x1**2 - 0.03*x1*x2 - 0.01*x1*x3 + 0.019*x1 - 0.038*x2**2 + 0.814*x2*x3 + 0.495*x2 + 0.009*x3**2 + 0.093*x3 - 0.28)) + 0.001)/(-0.001*x0 - 0.001*x1 - 0.001*x2 - 0.915*exp((-0.006*x0**2 + 0.039*x0*x1 + 0.019*x0*x2 + 0.008*x0*x3 - 0.005*x1**2 + 0.018*x1*x2 + 0.005*x1*x3 + 0.001*x1 + 0.02*x2**2 - 0.679*x2*x3 - 0.004*x3**2 + 0.009*x3 + 0.011)/(0.009*x0**2 - 0.043*x0*x1 - 0.031*x0*x2 - 0.014*x0*x3 + 0.009*x0 + 0.007*x1**2 - 0.03*x1*x2 - 0.01*x1*x3 + 0.019*x1 - 0.038*x2**2 + 0.814*x2*x3 + 0.495*x2 + 0.009*x3**2 + 0.093*x3 - 0.28)) + 0.403),0.002157503361226111,0.0024974104250216965,0.0025302777135200903,0.9999938013049353,0.9999935976946924,False,11.14,42,42,0.0025302777135200903,0.9999935976946924,0.9999942116744717,(-0.003*x1 - 0.158*x2 - 0.037*x3 + 0.157*exp((-0.006*x0**2 + 0.039*x0*x1 + 0.019*x0*x2 + 0.008*x0*x3 - 0.005*x1**2 + 0.018*x1*x2 + 0.005*x1*x3 + 0.001*x1 + 0.02*x2**2 - 0.679*x2*x3 - 0.004*x3**2 + 0.009*x3 + 0.011)/(0.009*x0**2 - 0.043*x0*x1 - 0.031*x0*x2 - 0.014*x0*x3 + 0.009*x0 + 0.007*x1**2 - 0.03*x1*x2 - 0.01*x1*x3 + 0.019*x1 - 0.038*x2**2 + 0.814*x2*x3 + 0.495*x2 + 0.009*x3**2 + 0.093*x3 - 0.28)) + 0.001)/(-0.001*x0 - 0.001*x1 - 0.001*x2 - 0.915*exp((-0.006*x0**2 + 0.039*x0*x1 + 0.019*x0*x2 + 0.008*x0*x3 - 0.005*x1**2 + 0.018*x1*x2 + 0.005*x1*x3 + 0.001*x1 + 0.02*x2**2 - 0.679*x2*x3 - 0.004*x3**2 + 0.009*x3 + 0.011)/(0.009*x0**2 - 0.043*x0*x1 - 0.031*x0*x2 - 0.014*x0*x3 + 0.009*x0 + 0.007*x1**2 - 0.03*x1*x2 - 0.01*x1*x3 + 0.019*x1 - 0.038*x2**2 + 0.814*x2*x3 + 0.495*x2 + 0.009*x3**2 + 0.093*x3 - 0.28)) + 0.403),4228
5,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,ParFamTorch,2000,0,0.0,0.0,basinhopping,1,0.01,,BFGS,100,1000,0.001,1,False,4,0,0.0,cpu,0.0001,4800,1000000,True,10,0.01,123456,feynman_III_4_33,(h/(2*pi))*omega/(exp((h/(2*pi))*omega/(kb*T))-1),-0.001*x2/(0.445 - 0.895*exp((-0.004*x0**2 + 0.031*x0*x1 + 0.014*x0*x2 + 0.036*x0*x3 - 0.007*x0 - 0.006*x1**2 + 0.014*x1*x2 + 0.042*x1*x3 + 0.002*x1 - 0.007*x2**2 - 0.675*x2*x3 + 0.003*x2 - 0.16*x3**2 + 0.001*x3 - 0.025)/(0.005*x0**2 - 0.044*x0*x1 - 0.02*x0*x2 - 0.051*x0*x3 + 0.01*x0 + 0.008*x1**2 - 0.02*x1*x2 - 0.06*x1*x3 - 0.004*x1 + 0.011*x2**2 + 0.968*x2*x3 + 0.23*x3**2 + 0.035))),0.0015780505696671805,0.0016766790707451725,0.0016356680611922722,0.9999970098311136,0.9999973245899936,False,10.563,42,42,0.0016356680611922722,0.9999973245899936,0.9999973782959449,-0.001*x2/(0.445 - 0.895*exp((-0.004*x0**2 + 0.031*x0*x1 + 0.014*x0*x2 + 0.036*x0*x3 - 0.007*x0 - 0.006*x1**2 + 0.014*x1*x2 + 0.042*x1*x3 + 0.002*x1 - 0.007*x2**2 - 0.675*x2*x3 + 0.003*x2 - 0.16*x3**2 + 0.001*x3 - 0.025)/(0.005*x0**2 - 0.044*x0*x1 - 0.02*x0*x2 - 0.051*x0*x3 + 0.01*x0 + 0.008*x1**2 - 0.02*x1*x2 - 0.06*x1*x3 - 0.004*x1 + 0.011*x2**2 + 0.968*x2*x3 + 0.23*x3**2 + 0.035))),3974
6,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,ParFamTorch,2000,0,0.0,0.0,basinhopping,1,0.01,,BFGS,100,1000,0.001,1,False,4,0,0.0,cpu,0.0001,4800,1000000,True,10,0.01,1234567,feynman_III_4_33,(h/(2*pi))*omega/(exp((h/(2*pi))*omega/(kb*T))-1),(0.004*x0 + 0.004*x1 - 0.005*x2 - 0.07*x3 + 0.003*exp((0.003*x0**2 + 0.075*x0*x1 - 0.071*x0*x2 - 0.002*x0*x3 - 0.004*x0 - 0.004*x1**2 - 0.012*x1*x2 + 0.002*x1*x3 - 0.006*x1 - 0.028*x2**2 - 0.895*x2*x3 - 0.19*x2 + 0.023*x3**2 + 0.002*x3 + 0.012)/(-0.004*x0**2 - 0.079*x0*x1 + 0.076*x0*x2 + 0.002*x0*x3 + 0.008*x0 + 0.004*x1**2 + 0.011*x1*x2 - 0.002*x1*x3 + 0.001*x1 + 0.034*x2**2 + 0.948*x2*x3 + 0.206*x2 - 0.03*x3**2 + 0.208*x3 + 0.02)) + 0.007)/(0.363 - 0.932*exp((0.003*x0**2 + 0.075*x0*x1 - 0.071*x0*x2 - 0.002*x0*x3 - 0.004*x0 - 0.004*x1**2 - 0.012*x1*x2 + 0.002*x1*x3 - 0.006*x1 - 0.028*x2**2 - 0.895*x2*x3 - 0.19*x2 + 0.023*x3**2 + 0.002*x3 + 0.012)/(-0.004*x0**2 - 0.079*x0*x1 + 0.076*x0*x2 + 0.002*x0*x3 + 0.008*x0 + 0.004*x1**2 + 0.011*x1*x2 - 0.002*x1*x3 + 0.001*x1 + 0.034*x2**2 + 0.948*x2*x3 + 0.206*x2 - 0.03*x3**2 + 0.208*x3 + 0.02))),0.0017012167405369531,0.0018110861514249203,0.0017673817648708192,0.9999969254919981,0.9999968763616972,False,45.259,42,41,0.0017659617623180758,0.9999968813790541,0.9999968658706244,(0.004*x0 + 0.004*x1 - 0.005*x2 - 0.07*x3 + 0.003*exp((0.003*x0**2 + 0.075*x0*x1 - 0.071*x0*x2 - 0.002*x0*x3 - 0.004*x0 - 0.004*x1**2 - 0.012*x1*x2 + 0.002*x1*x3 - 0.006*x1 - 0.028*x2**2 - 0.895*x2*x3 - 0.19*x2 + 0.023*x3**2 + 0.002*x3 + 0.012)/(-0.004*x0**2 - 0.079*x0*x1 + 0.076*x0*x2 + 0.002*x0*x3 + 0.008*x0 + 0.004*x1**2 + 0.011*x1*x2 - 0.002*x1*x3 + 0.001*x1 + 0.034*x2**2 + 0.948*x2*x3 + 0.206*x2 - 0.03*x3**2 + 0.208*x3 + 0.02)) + 0.007)/(0.363 - 0.932*exp((0.003*x0**2 + 0.075*x0*x1 - 0.071*x0*x2 - 0.002*x0*x3 - 0.004*x0 - 0.004*x1**2 - 0.012*x1*x2 + 0.002*x1*x3 - 0.006*x1 - 0.028*x2**2 - 0.895*x2*x3 - 0.19*x2 + 0.023*x3**2 + 0.002*x3 + 0.012)/(-0.004*x0**2 - 0.079*x0*x1 + 0.076*x0*x2 + 0.002*x0*x3 + 0.008*x0 + 0.004*x1**2 + 0.011*x1*x2 - 0.002*x1*x3 + 0.001*x1 + 0.034*x2**2 + 0.948*x2*x3 + 0.206*x2 - 0.03*x3**2 + 0.208*x3 + 0.02))),17090
7,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,ParFamTorch,2000,0,0.0,0.0,basinhopping,1,0.01,,BFGS,100,1000,0.001,1,False,4,0,0.0,cpu,0.0001,4800,1000000,True,10,0.01,1,feynman_III_8_54,sin(E_n*t/(h/(2*pi)))**2,0.5*sin(1.0*(12.566*x0*x1 - 1.571*x2)/x2) + 0.5,2.3446685031220808e-08,2.3065520252227627e-08,2.304141340347842e-08,0.9999999999999994,0.9999999999999994,True,84.6,19,5,2.152277408235778e-08,0.9999999999999996,0.9999999999999996,0.5*sin(1.0*(12.566*x0*x1 - 1.571*x2)/x2) + 0.5,48894
8,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,ParFamTorch,2000,0,0.0,0.0,basinhopping,1,0.01,,BFGS,100,1000,0.001,1,False,4,0,0.0,cpu,0.0001,4800,1000000,True,10,0.01,12,feynman_III_8_54,sin(E_n*t/(h/(2*pi)))**2,0.5*sin(1.0*(12.566*x0*x1 - 1.571*x2)/x2) + 0.5,7.824704932936842e-06,8.672501433542711e-06,8.734901174374305e-06,0.9999999999217384,0.9999999999237015,True,80.563,19,5,2.0844102658821043e-08,0.9999999999999996,0.9999999999999996,0.5*sin(1.0*(12.566*x0*x1 - 1.571*x2)/x2) + 0.5,46593
9,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,ParFamTorch,2000,0,0.0,0.0,basinhopping,1,0.01,,BFGS,100,1000,0.001,1,False,4,0,0.0,cpu,0.0001,4800,1000000,True,10,0.01,123,feynman_III_8_54,sin(E_n*t/(h/(2*pi)))**2,0.5 - 0.5*sin(1.0*(12.566*x0*x1 - 4.712*x2)/x2),4.505078237875659e-07,4.911801255790546e-07,4.678038653489719e-07,0.9999999999997823,0.9999999999997812,True,79.466,19,5,2.0796122045108375e-08,0.9999999999999996,0.9999999999999996,0.5 - 0.5*sin(1.0*(12.566*x0*x1 - 4.712*x2)/x2),46206
