,dataset,relative_l2_train,relative_l2_val,success,training_time
0,feynman_III_4_33,1.0977940441363505,37.29143353268751,0.0,4.823979591836735
1,feynman_III_8_54,0.6178556538666782,0.647367421061383,0.14285714285714285,12.333387755102041
2,feynman_II_15_4,0.018200934273449588,0.01926554208827719,0.8163265306122449,36.58189795918367
3,feynman_II_24_17,0.004172069248407953,0.0043671834403549974,0.0,20.026775510204082
4,feynman_II_34_29b,0.009670858610632318,0.08597483515260583,0.8163265306122449,47.45569387755103
5,feynman_I_12_5,7.713836274835096e-08,7.737060511446734e-08,1.0,7.291428571428571
6,feynman_I_18_4,3.4883512485217584e-05,3.754029292541846e-05,0.8979591836734694,18.379224489795916
7,feynman_I_38_12,0.008367147050450644,0.3362071769740981,0.1836734693877551,29.80304081632653
8,feynman_I_39_22,1.8472057410058046e-05,1.9827934494655135e-05,0.9387755102040817,23.536938775510205
9,feynman_I_40_1,25193.417828640362,27144.339192840565,0.12244897959183673,13.862979591836735
10,feynman_I_43_31,7.966898422001786e-08,7.98896032343545e-08,1.0,14.615897959183673
11,feynman_I_8_14,0.13548879528720884,0.14230996671884466,0.1836734693877551,12.168367346938776
12,feynman_I_9_18,0.0032932298741415993,0.0048895465595123954,0.04081632653061224,140.97924489795918
13,feynman_test_17,1.160123427693726,1.1510449690688092,0.0,2.375102040816327
14,feynman_test_18,0.004344091448764799,0.09360886706100668,0.0,60.46414285714285
